,schedule_date,schedule_season,schedule_week,team_home,team_away,team_favorite_id,spread_favorite,over_under_line,weather_detail,weather_temperature,weather_wind_mph,weather_humidity,score_home,score_away,stadium_neutral,schedule_playoff,total,oudiff,oudiff_abs,spread_dist,dates,dateofgame,dayofweek,total_upper2,total_lower2,ouopp_o2,ouopp_u2,tie_ou,tie_ou2,result_total_plus_minus_two,under,over,over_under_tie_credit,under_result,over_result,to_spread,usd,cred,result,away_dogs_,away_dogs
1381,11/28/2004,2004,12,HOU,TEN,HOU,-2.0,43.0,DOME,72.0,0.0,,31.0,21.0,False,False,52.0,9.0,9.0,8.0,11/28/2004,11/28/2004,6,45.0,41.0,100,-150,0,0,-50,-110,100,0,-110,100,8.0,-110,0,-110,100,100
1382,11/28/2004,2004,12,KC,,KC,-3.0,54.0,,34.0,11.0,78.0,31.0,34.0,False,False,65.0,11.0,11.0,0.0,11/28/2004,11/28/2004,6,56.0,52.0,100,-150,0,0,-50,-110,100,0,-110,100,-6.0,100,0,100,-110,-110
1383,11/28/2004,2004,12,MIN,JAX,MIN,-6.0,45.5,DOME,72.0,0.0,,27.0,16.0,False,False,43.0,-2.5,2.5,5.0,11/28/2004,11/28/2004,6,47.5,43.5,-150,100,0,0,-50,100,-110,0,100,-110,5.0,-110,0,-110,100,100
1384,11/28/2004,2004,12,NE,BAL,NE,-7.0,34.5,,47.0,20.0,81.0,24.0,3.0,False,False,27.0,-7.5,7.5,14.0,11/28/2004,11/28/2004,6,36.5,32.5,-150,100,0,0,-50,100,-110,0,100,-110,14.0,-110,0,-110,100,100
1386,11/28/2004,2004,12,PIT,WAS,PIT,-10.0,34.5,,43.0,14.0,74.0,16.0,7.0,False,False,23.0,-11.5,11.5,-1.0,11/28/2004,11/28/2004,6,36.5,32.5,-150,100,0,0,-50,100,-110,0,100,-110,-1.0,100,0,100,-110,-110
1388,11/28/2004,2004,12,SEA,BUF,SEA,-4.0,38.0,,40.0,5.0,82.0,9.0,38.0,False,False,47.0,9.0,9.0,25.0,11/28/2004,11/28/2004,6,40.0,36.0,100,-150,0,0,-50,-110,100,0,-110,100,-33.0,100,0,100,-110,-110
1389,11/29/2004,2004,12,GB,,GB,-7.0,51.0,,31.0,6.0,80.0,45.0,17.0,False,False,62.0,11.0,11.0,21.0,11/29/2004,11/29/2004,0,53.0,49.0,100,-150,0,0,-50,-110,100,0,-110,100,21.0,-110,0,-110,100,100
1390,12/5/2004,2004,13,BAL,CIN,BAL,-6.5,37.0,,43.0,6.0,58.0,26.0,27.0,False,False,53.0,16.0,16.0,-5.5,12/5/2004,12/5/2004,6,39.0,35.0,100,-150,0,0,-50,-110,100,0,-110,100,-7.5,100,0,100,-110,-110
1393,12/5/2004,2004,13,DET,ARI,DET,-6.0,37.0,DOME,72.0,0.0,,26.0,12.0,False,False,38.0,1.0,1.0,8.0,12/5/2004,12/5/2004,6,39.0,35.0,100,100,0,0,200,-110,100,0,-110,100,8.0,-110,0,-110,100,100
1394,12/5/2004,2004,13,IND,TEN,IND,-12.0,54.0,DOME,72.0,0.0,,51.0,24.0,False,False,75.0,21.0,21.0,15.0,12/5/2004,12/5/2004,6,56.0,52.0,100,-150,0,0,-50,-110,100,0,-110,100,15.0,-110,0,-110,100,100
1398,12/5/2004,2004,13,NYJ,HOU,NYJ,-7.0,42.0,,47.0,14.0,49.0,29.0,7.0,False,False,36.0,-6.0,6.0,15.0,12/5/2004,12/5/2004,6,44.0,40.0,-150,100,0,0,-50,100,-110,0,100,-110,15.0,-110,0,-110,100,100
1400,12/5/2004,2004,13,PHI,GB,PHI,-5.5,48.5,,45.0,12.0,59.0,47.0,17.0,False,False,64.0,15.5,15.5,24.5,12/5/2004,12/5/2004,6,50.5,46.5,100,-150,0,0,-50,-110,100,0,-110,100,24.5,-110,0,-110,100,100
1401,12/5/2004,2004,13,TB,ATL,TB,-2.0,39.5,,61.0,5.0,65.0,27.0,0.0,False,False,27.0,-12.5,12.5,25.0,12/5/2004,12/5/2004,6,41.5,37.5,-150,100,0,0,-50,100,-110,0,100,-110,25.0,-110,0,-110,100,100
1402,12/5/2004,2004,13,WAS,NYG,WAS,-3.0,33.0,,45.0,8.0,60.0,31.0,7.0,False,False,38.0,5.0,5.0,21.0,12/5/2004,12/5/2004,6,35.0,31.0,100,-150,0,0,-50,-110,100,0,-110,100,21.0,-110,0,-110,100,100
1403,12/6/2004,2004,13,SEA,DAL,SEA,-7.0,42.0,,40.0,10.0,86.0,39.0,43.0,False,False,82.0,40.0,40.0,-3.0,12/6/2004,12/6/2004,0,44.0,40.0,100,-150,0,0,-50,-110,100,0,-110,100,-11.0,100,0,100,-110,-110
1404,12/12/2004,2004,14,ARI,SF,ARI,-7.0,36.0,,62.0,6.0,48.0,28.0,31.0,False,False,59.0,23.0,23.0,-4.0,12/12/2004,12/12/2004,6,38.0,34.0,100,-150,0,0,-50,-110,100,0,-110,100,-10.0,100,0,100,-110,-110
1405,12/12/2004,2004,14,ATL,OAK,ATL,-7.5,46.0,DOME,72.0,0.0,,35.0,10.0,False,False,45.0,-1.0,1.0,17.5,12/12/2004,12/12/2004,6,48.0,44.0,100,100,0,0,200,100,-110,0,100,-110,17.5,-110,0,-110,100,100
1406,12/12/2004,2004,14,BAL,NYG,BAL,-10.0,34.0,,42.0,12.0,60.0,37.0,14.0,False,False,51.0,17.0,17.0,13.0,12/12/2004,12/12/2004,6,36.0,32.0,100,-150,0,0,-50,-110,100,0,-110,100,13.0,-110,0,-110,100,100
1407,12/12/2004,2004,14,BUF,CLE,BUF,-11.0,38.5,,32.0,14.0,87.0,37.0,7.0,False,False,44.0,5.5,5.5,19.0,12/12/2004,12/12/2004,6,40.5,36.5,100,-150,0,0,-50,-110,100,0,-110,100,19.0,-110,0,-110,100,100
1408,12/12/2004,2004,14,CAR,,CAR,-7.0,44.5,,43.0,7.0,60.0,20.0,7.0,False,False,27.0,-17.5,17.5,6.0,12/12/2004,12/12/2004,6,46.5,42.5,-150,100,0,0,-50,100,-110,0,100,-110,6.0,-110,0,-110,100,100
1409,12/12/2004,2004,14,DAL,NO,DAL,-7.0,49.0,,56.0,10.0,52.0,13.0,27.0,False,False,40.0,-9.0,9.0,7.0,12/12/2004,12/12/2004,6,51.0,47.0,-150,100,0,0,-50,100,-110,0,100,-110,-21.0,100,0,100,-110,-110
1410,12/12/2004,2004,14,DEN,MIA,DEN,-11.5,41.0,,45.0,14.0,39.0,20.0,17.0,False,False,37.0,-4.0,4.0,-8.5,12/12/2004,12/12/2004,6,43.0,39.0,-150,100,0,0,-50,100,-110,0,100,-110,-8.5,100,0,100,-110,-110
1411,12/12/2004,2004,14,GB,DET,GB,-9.0,41.0,,33.0,17.0,79.0,16.0,13.0,False,False,29.0,-12.0,12.0,-6.0,12/12/2004,12/12/2004,6,43.0,39.0,-150,100,0,0,-50,100,-110,0,100,-110,-6.0,100,0,100,-110,-110
1413,12/12/2004,2004,14,JAX,CHI,JAX,-7.0,34.0,,49.0,9.0,62.0,22.0,3.0,False,False,25.0,-9.0,9.0,12.0,12/12/2004,12/12/2004,6,36.0,32.0,-150,100,0,0,-50,100,-110,0,100,-110,12.0,-110,0,-110,100,100
1414,12/12/2004,2004,14,MIN,SEA,MIN,-6.5,54.0,DOME,72.0,0.0,,23.0,27.0,False,False,50.0,-4.0,4.0,-2.5,12/12/2004,12/12/2004,6,56.0,52.0,-150,100,0,0,-50,100,-110,0,100,-110,-10.5,100,0,100,-110,-110
1415,12/12/2004,2004,14,NE,CIN,NE,-10.5,47.0,,42.0,13.0,70.0,35.0,28.0,False,False,63.0,16.0,16.0,-3.5,12/12/2004,12/12/2004,6,49.0,45.0,100,-150,0,0,-50,-110,100,0,-110,100,-3.5,100,0,100,-110,-110
1416,12/12/2004,2004,14,PIT,NYJ,PIT,-4.5,35.0,,33.0,11.0,88.0,17.0,6.0,False,False,23.0,-12.0,12.0,6.5,12/12/2004,12/12/2004,6,37.0,33.0,-150,100,0,0,-50,100,-110,0,100,-110,6.5,-110,0,-110,100,100
1419,12/18/2004,2004,15,ATL,CAR,ATL,-3.5,41.0,DOME,72.0,0.0,,34.0,31.0,False,False,65.0,24.0,24.0,-0.5,12/18/2004,12/18/2004,5,43.0,39.0,100,-150,0,0,-50,-110,100,0,-110,100,-0.5,100,0,100,-110,-110
1423,12/19/2004,2004,15,CHI,HOU,CHI,-1.0,34.0,,14.0,20.0,56.0,5.0,24.0,False,False,29.0,-5.0,5.0,18.0,12/19/2004,12/19/2004,6,36.0,32.0,-150,100,0,0,-50,100,-110,0,100,-110,-20.0,100,0,100,-110,-110
1427,12/19/2004,2004,15,GB,JAX,GB,-3.5,37.0,,7.0,19.0,48.0,25.0,28.0,False,False,53.0,16.0,16.0,-0.5,12/19/2004,12/19/2004,6,39.0,35.0,100,-150,0,0,-50,-110,100,0,-110,100,-6.5,100,0,100,-110,-110
1428,12/19/2004,2004,15,IND,BAL,IND,-7.5,48.5,DOME,72.0,0.0,,20.0,10.0,False,False,30.0,-18.5,18.5,2.5,12/19/2004,12/19/2004,6,50.5,46.5,-150,100,0,0,-50,100,-110,0,100,-110,2.5,-110,0,-110,100,100
1430,12/19/2004,2004,15,NYJ,SEA,NYJ,-6.5,41.5,,40.0,8.0,82.0,37.0,14.0,False,False,51.0,9.5,9.5,16.5,12/19/2004,12/19/2004,6,43.5,39.5,100,-150,0,0,-50,-110,100,0,-110,100,16.5,-110,0,-110,100,100
1431,12/19/2004,2004,15,OAK,TEN,OAK,-3.5,49.5,,48.0,7.0,81.0,40.0,35.0,False,False,75.0,25.5,25.5,1.5,12/19/2004,12/19/2004,6,51.5,47.5,100,-150,0,0,-50,-110,100,0,-110,100,1.5,-110,0,-110,100,100
1432,12/19/2004,2004,15,PHI,DAL,PHI,-11.5,45.0,,36.0,5.0,87.0,12.0,7.0,False,False,19.0,-26.0,26.0,-6.5,12/19/2004,12/19/2004,6,47.0,43.0,-150,100,0,0,-50,100,-110,0,100,-110,-6.5,100,0,100,-110,-110
1433,12/19/2004,2004,15,TB,NO,TB,-7.5,43.5,,58.0,9.0,66.0,17.0,21.0,False,False,38.0,-5.5,5.5,-3.5,12/19/2004,12/19/2004,6,45.5,41.5,-150,100,0,0,-50,100,-110,0,100,-110,-11.5,100,0,100,-110,-110
1435,12/24/2004,2004,16,MIN,GB,MIN,-3.5,56.0,DOME,72.0,0.0,,31.0,34.0,False,False,65.0,9.0,9.0,-0.5,12/24/2004,12/24/2004,4,58.0,54.0,100,-150,0,0,-50,-110,100,0,-110,100,-6.5,100,0,100,-110,-110
1436,12/25/2004,2004,16,KC,OAK,KC,-9.5,60.0,,27.0,17.0,55.0,31.0,30.0,False,False,61.0,1.0,1.0,-8.5,12/25/2004,12/25/2004,5,62.0,58.0,100,100,0,0,200,-110,100,0,-110,100,-8.5,100,0,100,-110,-110
1438,12/26/2004,2004,16,CIN,NYG,CIN,-6.5,46.5,,24.0,8.0,76.0,23.0,22.0,False,False,45.0,-1.5,1.5,-5.5,12/26/2004,12/26/2004,6,48.5,44.5,100,100,0,0,200,100,-110,0,100,-110,-5.5,100,0,100,-110,-110
1440,12/26/2004,2004,16,DET,CHI,DET,-6.0,37.0,DOME,72.0,0.0,,19.0,13.0,False,False,32.0,-5.0,5.0,0.0,12/26/2004,12/26/2004,6,39.0,35.0,-150,100,0,0,-50,100,-110,0,100,-110,0.0,-110,110,0,-110,0
1441,12/26/2004,2004,16,IND,,IND,-7.0,56.0,,72.0,0.0,,34.0,31.0,False,False,65.0,9.0,9.0,-4.0,12/26/2004,12/26/2004,6,58.0,54.0,100,-150,0,0,-50,-110,100,0,-110,100,-4.0,100,0,100,-110,-110
1442,12/26/2004,2004,16,JAX,HOU,JAX,-6.5,36.5,,43.0,21.0,90.0,0.0,21.0,False,False,21.0,-15.5,15.5,14.5,12/26/2004,12/26/2004,6,38.5,34.5,-150,100,0,0,-50,100,-110,0,100,-110,-27.5,100,0,100,-110,-110
1443,12/26/2004,2004,16,MIA,CLE,MIA,-9.0,40.5,,69.0,16.0,79.0,10.0,7.0,False,False,17.0,-23.5,23.5,-6.0,12/26/2004,12/26/2004,6,42.5,38.5,-150,100,0,0,-50,100,-110,0,100,-110,-6.0,100,0,100,-110,-110
1444,12/26/2004,2004,16,NO,ATL,NO,-6.5,44.0,DOME,72.0,0.0,,26.0,13.0,False,False,39.0,-5.0,5.0,6.5,12/26/2004,12/26/2004,6,46.0,42.0,-150,100,0,0,-50,100,-110,0,100,-110,6.5,-110,0,-110,100,100
1446,12/26/2004,2004,16,PIT,BAL,PIT,-5.0,34.0,,22.0,6.0,75.0,20.0,7.0,False,False,27.0,-7.0,7.0,8.0,12/26/2004,12/26/2004,6,36.0,32.0,-150,100,0,0,-50,100,-110,0,100,-110,8.0,-110,0,-110,100,100
1448,12/26/2004,2004,16,SEA,ARI,SEA,-7.0,44.0,,44.0,6.0,85.0,24.0,21.0,False,False,45.0,1.0,1.0,-4.0,12/26/2004,12/26/2004,6,46.0,42.0,100,100,0,0,200,-110,100,0,-110,100,-4.0,100,0,100,-110,-110
1449,12/26/2004,2004,16,TB,CAR,TB,-1.5,39.0,,52.0,21.0,86.0,20.0,37.0,False,False,57.0,18.0,18.0,15.5,12/26/2004,12/26/2004,6,41.0,37.0,100,-150,0,0,-50,-110,100,0,-110,100,-18.5,100,0,100,-110,-110
1450,1/2/2005,2004,17,ARI,TB,ARI,-4.0,38.5,,56.0,6.0,70.0,12.0,7.0,False,False,19.0,-19.5,19.5,1.0,1/2/2005,1/2/2005,6,40.5,36.5,-150,100,0,0,-50,100,-110,0,100,-110,1.0,-110,0,-110,100,100
1451,1/2/2005,2004,17,BAL,MIA,BAL,-11.0,33.0,,43.0,7.0,68.0,30.0,23.0,False,False,53.0,20.0,20.0,-4.0,1/2/2005,1/2/2005,6,35.0,31.0,100,-150,0,0,-50,-110,100,0,-110,100,-4.0,100,0,100,-110,-110
1452,1/2/2005,2004,17,BUF,PIT,BUF,-9.5,33.0,,40.0,13.0,78.0,24.0,29.0,False,False,53.0,20.0,20.0,-4.5,1/2/2005,1/2/2005,6,35.0,31.0,100,-150,0,0,-50,-110,100,0,-110,100,-14.5,100,0,100,-110,-110
1453,1/2/2005,2004,17,CAR,NO,CAR,-7.0,46.0,,55.0,3.0,76.0,18.0,21.0,False,False,39.0,-7.0,7.0,-4.0,1/2/2005,1/2/2005,6,48.0,44.0,-150,100,0,0,-50,100,-110,0,100,-110,-10.0,100,0,100,-110,-110
1454,1/2/2005,2004,17,CHI,GB,CHI,-3.0,34.0,,43.0,12.0,90.0,14.0,31.0,False,False,45.0,11.0,11.0,14.0,1/2/2005,1/2/2005,6,36.0,32.0,100,-150,0,0,-50,-110,100,0,-110,100,-20.0,100,0,100,-110,-110
1455,1/2/2005,2004,17,DEN,IND,DEN,-10.0,44.0,,28.0,8.0,70.0,33.0,14.0,False,False,47.0,3.0,3.0,9.0,1/2/2005,1/2/2005,6,46.0,42.0,100,-150,0,0,-50,-110,100,0,-110,100,9.0,-110,0,-110,100,100
1456,1/2/2005,2004,17,HOU,CLE,HOU,-10.0,41.0,DOME,72.0,0.0,,14.0,22.0,False,False,36.0,-5.0,5.0,-2.0,1/2/2005,1/2/2005,6,43.0,39.0,-150,100,0,0,-50,100,-110,0,100,-110,-18.0,100,0,100,-110,-110
1457,1/2/2005,2004,17,NE,SF,NE,-13.0,37.0,,34.0,13.0,58.0,21.0,7.0,False,False,28.0,-9.0,9.0,1.0,1/2/2005,1/2/2005,6,39.0,35.0,-150,100,0,0,-50,100,-110,0,100,-110,1.0,-110,0,-110,100,100
1458,1/2/2005,2004,17,NYG,DAL,NYG,-1.0,38.5,,40.0,11.0,64.0,28.0,24.0,False,False,52.0,13.5,13.5,3.0,1/2/2005,1/2/2005,6,40.5,36.5,100,-150,0,0,-50,-110,100,0,-110,100,3.0,-110,0,-110,100,100
1461,1/2/2005,2004,17,SEA,ATL,SEA,-5.5,41.0,,37.0,14.0,72.0,28.0,26.0,False,False,54.0,13.0,13.0,-3.5,1/2/2005,1/2/2005,6,43.0,39.0,100,-150,0,0,-50,-110,100,0,-110,100,-3.5,100,0,100,-110,-110
1464,1/8/2005,2004,18,SEA,,SEA,-4.0,51.0,,,,,20.0,27.0,False,True,47.0,-4.0,4.0,3.0,1/8/2005,1/8/2005,5,53.0,49.0,-150,100,0,0,-50,100,-110,0,100,-110,-11.0,100,0,100,-110,-110
1465,1/9/2005,2004,18,GB,MIN,GB,-6.0,52.5,,,,,17.0,31.0,False,True,48.0,-4.5,4.5,8.0,1/9/2005,1/9/2005,6,54.5,50.5,-150,100,0,0,-50,100,-110,0,100,-110,-20.0,100,0,100,-110,-110
1466,1/9/2005,2004,18,IND,DEN,IND,-10.0,56.0,,,,,49.0,24.0,False,True,73.0,17.0,17.0,15.0,1/9/2005,1/9/2005,6,58.0,54.0,100,-150,0,0,-50,-110,100,0,-110,100,15.0,-110,0,-110,100,100
1467,1/15/2005,2004,19,ATL,,ATL,-6.5,49.0,DOME,72.0,0.0,,47.0,17.0,False,True,64.0,15.0,15.0,23.5,1/15/2005,1/15/2005,5,51.0,47.0,100,-150,0,0,-50,-110,100,0,-110,100,23.5,-110,0,-110,100,100
1468,1/15/2005,2004,19,PIT,NYJ,PIT,-9.0,35.5,,,,,20.0,17.0,False,True,37.0,1.5,1.5,-6.0,1/15/2005,1/15/2005,5,37.5,33.5,100,100,0,0,200,-110,100,0,-110,100,-6.0,100,0,100,-110,-110
1469,1/16/2005,2004,19,NE,IND,NE,-1.0,51.0,,,,,20.0,3.0,False,True,23.0,-28.0,28.0,16.0,1/16/2005,1/16/2005,6,53.0,49.0,-150,100,0,0,-50,100,-110,0,100,-110,16.0,-110,0,-110,100,100
1470,1/16/2005,2004,19,PHI,MIN,PHI,-8.0,47.0,,,,,27.0,14.0,False,True,41.0,-6.0,6.0,5.0,1/16/2005,1/16/2005,6,49.0,45.0,-150,100,0,0,-50,100,-110,0,100,-110,5.0,-110,0,-110,100,100
1471,1/23/2005,2004,20,PHI,ATL,PHI,-6.0,37.0,,,,,27.0,10.0,False,True,37.0,0.0,0.0,11.0,1/23/2005,1/23/2005,6,39.0,35.0,100,100,0,0,200,-110,-110,110,0,0,11.0,-110,0,-110,100,100
1474,9/8/2005,2005,1,NE,OAK,NE,-7.5,50.0,,71.0,9.0,64.0,30.0,20.0,False,False,50.0,0.0,0.0,2.5,9/8/2005,9/8/2005,3,52.0,48.0,100,100,0,0,200,-110,-110,110,0,0,2.5,-110,0,-110,100,100
1476,9/11/2005,2005,1,BUF,HOU,BUF,-4.5,39.0,,64.0,8.0,58.0,22.0,7.0,False,False,29.0,-10.0,10.0,10.5,9/11/2005,9/11/2005,6,41.0,37.0,-150,100,0,0,-50,100,-110,0,100,-110,10.5,-110,0,-110,100,100
1477,9/11/2005,2005,1,CAR,NO,CAR,-6.5,45.5,,74.0,12.0,49.0,20.0,23.0,False,False,43.0,-2.5,2.5,-3.5,9/11/2005,9/11/2005,6,47.5,43.5,-150,100,0,0,-50,100,-110,0,100,-110,-9.5,100,0,100,-110,-110
1479,9/11/2005,2005,1,DET,GB,DET,-3.0,46.0,DOME,72.0,0.0,,17.0,3.0,False,False,20.0,-26.0,26.0,11.0,9/11/2005,9/11/2005,6,48.0,44.0,-150,100,0,0,-50,100,-110,0,100,-110,11.0,-110,0,-110,100,100
1480,9/11/2005,2005,1,JAX,SEA,JAX,-3.0,40.0,,79.0,9.0,63.0,26.0,14.0,False,False,40.0,0.0,0.0,9.0,9/11/2005,9/11/2005,6,42.0,38.0,100,100,0,0,200,-110,-110,110,0,0,9.0,-110,0,-110,100,100
1481,9/11/2005,2005,1,KC,NYJ,KC,-3.0,48.5,,78.0,13.0,60.0,27.0,7.0,False,False,34.0,-14.5,14.5,17.0,9/11/2005,9/11/2005,6,50.5,46.5,-150,100,0,0,-50,100,-110,0,100,-110,17.0,-110,0,-110,100,100
1483,9/11/2005,2005,1,MIN,TB,MIN,-6.0,43.5,DOME,72.0,0.0,,13.0,24.0,False,False,37.0,-6.5,6.5,5.0,9/11/2005,9/11/2005,6,45.5,41.5,-150,100,0,0,-50,100,-110,0,100,-110,-17.0,100,0,100,-110,-110
1484,9/11/2005,2005,1,NYG,ARI,NYG,-1.5,37.5,,70.0,10.0,53.0,42.0,19.0,False,False,61.0,23.5,23.5,21.5,9/11/2005,9/11/2005,6,39.5,35.5,100,-150,0,0,-50,-110,100,0,-110,100,21.5,-110,0,-110,100,100
1485,9/11/2005,2005,1,PIT,TEN,PIT,-7.0,40.5,,68.0,4.0,60.0,34.0,7.0,False,False,41.0,0.5,0.5,20.0,9/11/2005,9/11/2005,6,42.5,38.5,100,100,0,0,200,-110,100,0,-110,100,20.0,-110,0,-110,100,100
1487,9/11/2005,2005,1,WAS,CHI,WAS,-6.0,33.0,,73.0,6.0,55.0,9.0,7.0,False,False,16.0,-17.0,17.0,-4.0,9/11/2005,9/11/2005,6,35.0,31.0,-150,100,0,0,-50,100,-110,0,100,-110,-4.0,100,0,100,-110,-110
1492,9/18/2005,2005,2,CIN,MIN,CIN,-3.0,47.0,,66.0,4.0,74.0,37.0,8.0,False,False,45.0,-2.0,2.0,26.0,9/18/2005,9/18/2005,6,49.0,45.0,-150,100,150,0,100,100,-110,0,100,-110,26.0,-110,0,-110,100,100
1493,9/18/2005,2005,2,DEN,,DEN,-3.0,44.0,,65.0,11.0,26.0,20.0,17.0,False,False,37.0,-7.0,7.0,0.0,9/18/2005,9/18/2005,6,46.0,42.0,-150,100,0,0,-50,100,-110,0,100,-110,0.0,-110,110,0,-110,0
1494,9/18/2005,2005,2,GB,CLE,GB,-7.0,43.0,,66.0,6.0,70.0,24.0,26.0,False,False,50.0,7.0,7.0,-5.0,9/18/2005,9/18/2005,6,45.0,41.0,100,-150,0,0,-50,-110,100,0,-110,100,-9.0,100,0,100,-110,-110
1496,9/18/2005,2005,2,IND,JAX,IND,-9.0,46.0,DOME,72.0,0.0,,10.0,3.0,False,False,13.0,-33.0,33.0,-2.0,9/18/2005,9/18/2005,6,48.0,44.0,-150,100,0,0,-50,100,-110,0,100,-110,-2.0,100,0,100,-110,-110
1497,9/18/2005,2005,2,NYJ,MIA,NYJ,-6.0,37.0,,75.0,11.0,57.0,17.0,7.0,False,False,24.0,-13.0,13.0,4.0,9/18/2005,9/18/2005,6,39.0,35.0,-150,100,0,0,-50,100,-110,0,100,-110,4.0,-110,0,-110,100,100
1499,9/18/2005,2005,2,PHI,SF,PHI,-11.5,43.0,,75.0,11.0,57.0,42.0,3.0,False,False,45.0,2.0,2.0,27.5,9/18/2005,9/18/2005,6,45.0,41.0,100,-150,0,150,100,-110,100,0,-110,100,27.5,-110,0,-110,100,100
1500,9/18/2005,2005,2,SEA,ATL,SEA,-1.0,41.5,,57.0,5.0,77.0,21.0,18.0,False,False,39.0,-2.5,2.5,2.0,9/18/2005,9/18/2005,6,43.5,39.5,-150,100,0,0,-50,100,-110,0,100,-110,2.0,-110,0,-110,100,100
1501,9/18/2005,2005,2,TB,BUF,TB,-2.5,35.0,,84.0,7.0,61.0,19.0,3.0,False,False,22.0,-13.0,13.0,13.5,9/18/2005,9/18/2005,6,37.0,33.0,-150,100,0,0,-50,100,-110,0,100,-110,13.5,-110,0,-110,100,100
1503,9/19/2005,2005,2,DAL,WAS,DAL,-6.0,36.0,,86.0,11.0,51.0,13.0,14.0,False,False,27.0,-9.0,9.0,-5.0,9/19/2005,9/19/2005,0,38.0,34.0,-150,100,0,0,-50,100,-110,0,100,-110,-7.0,100,0,100,-110,-110
1504,9/19/2005,2005,2,NYG,NO,NYG,-3.0,43.0,,77.0,8.0,53.0,27.0,10.0,False,False,37.0,-6.0,6.0,14.0,9/19/2005,9/19/2005,0,45.0,41.0,-150,100,0,0,-50,100,-110,0,100,-110,14.0,-110,0,-110,100,100
1505,9/25/2005,2005,3,BUF,ATL,BUF,-3.0,36.0,,68.0,10.0,75.0,16.0,24.0,False,False,40.0,4.0,4.0,5.0,9/25/2005,9/25/2005,6,38.0,34.0,100,-150,0,0,-50,-110,100,0,-110,100,-11.0,100,0,100,-110,-110
1508,9/25/2005,2005,3,IND,CLE,IND,-13.5,47.0,DOME,72.0,0.0,,13.0,6.0,False,False,19.0,-28.0,28.0,-6.5,9/25/2005,9/25/2005,6,49.0,45.0,-150,100,0,0,-50,100,-110,0,100,-110,-6.5,100,0,100,-110,-110
1510,9/25/2005,2005,3,MIN,NO,MIN,-3.5,44.5,DOME,72.0,0.0,,33.0,16.0,False,False,49.0,4.5,4.5,13.5,9/25/2005,9/25/2005,6,46.5,42.5,100,-150,0,0,-50,-110,100,0,-110,100,13.5,-110,0,-110,100,100
1511,9/25/2005,2005,3,NYJ,JAX,NYJ,-2.5,34.5,,67.0,10.0,60.0,20.0,26.0,False,False,46.0,11.5,11.5,3.5,9/25/2005,9/25/2005,6,36.5,32.5,100,-150,0,0,-50,-110,100,0,-110,100,-8.5,100,0,100,-110,-110
1512,9/25/2005,2005,3,PHI,OAK,PHI,-8.5,47.0,,69.0,10.0,60.0,23.0,20.0,False,False,43.0,-4.0,4.0,-5.5,9/25/2005,9/25/2005,6,49.0,45.0,-150,100,0,0,-50,100,-110,0,100,-110,-5.5,100,0,100,-110,-110
1513,9/25/2005,2005,3,PIT,NE,PIT,-3.0,41.5,,71.0,7.0,72.0,20.0,23.0,False,False,43.0,1.5,1.5,0.0,9/25/2005,9/25/2005,6,43.5,39.5,100,100,0,0,200,-110,100,0,-110,100,-6.0,100,0,100,-110,-110
1515,9/25/2005,2005,3,SEA,ARI,SEA,-6.5,42.0,,56.0,6.0,65.0,37.0,12.0,False,False,49.0,7.0,7.0,18.5,9/25/2005,9/25/2005,6,44.0,40.0,100,-150,0,0,-50,-110,100,0,-110,100,18.5,-110,0,-110,100,100
1516,9/26/2005,2005,3,DEN,KC,DEN,-2.5,49.0,,58.0,11.0,49.0,30.0,10.0,False,False,40.0,-9.0,9.0,17.5,9/26/2005,9/26/2005,0,51.0,47.0,-150,100,0,0,-50,100,-110,0,100,-110,17.5,-110,0,-110,100,100
1517,10/2/2005,2005,4,ARI,SF,ARI,-3.0,42.0,,66.0,7.0,58.0,31.0,14.0,True,False,45.0,3.0,3.0,14.0,10/2/2005,10/2/2005,6,44.0,40.0,100,-150,0,0,-50,-110,100,0,-110,100,14.0,-110,0,-110,100,100
1518,10/2/2005,2005,4,ATL,MIN,ATL,-6.0,44.5,DOME,72.0,0.0,,30.0,10.0,False,False,40.0,-4.5,4.5,14.0,10/2/2005,10/2/2005,6,46.5,42.5,-150,100,0,0,-50,100,-110,0,100,-110,14.0,-110,0,-110,100,100
1519,10/2/2005,2005,4,BAL,NYJ,BAL,-7.5,31.5,,64.0,4.0,65.0,13.0,3.0,False,False,16.0,-15.5,15.5,2.5,10/2/2005,10/2/2005,6,33.5,29.5,-150,100,0,0,-50,100,-110,0,100,-110,2.5,-110,0,-110,100,100
1520,10/2/2005,2005,4,CIN,HOU,CIN,-9.5,41.5,,71.0,5.0,75.0,16.0,10.0,False,False,26.0,-15.5,15.5,-3.5,10/2/2005,10/2/2005,6,43.5,39.5,-150,100,0,0,-50,100,-110,0,100,-110,-3.5,100,0,100,-110,-110
1521,10/2/2005,2005,4,JAX,DEN,JAX,-4.0,37.5,,83.0,15.0,73.0,7.0,20.0,False,False,27.0,-10.5,10.5,9.0,10/2/2005,10/2/2005,6,39.5,35.5,-150,100,0,0,-50,100,-110,0,100,-110,-17.0,100,0,100,-110,-110
