,schedule_date,schedule_season,schedule_week,team_home,team_away,team_favorite_id,spread_favorite,over_under_line,weather_detail,weather_temperature,weather_wind_mph,weather_humidity,score_home,score_away,stadium_neutral,schedule_playoff,total,oudiff,oudiff_abs,spread_dist,dates,dateofgame,dayofweek,total_upper2,total_lower2,ouopp_o2,ouopp_u2,tie_ou,tie_ou2,result_total_plus_minus_two,to_spread,usd,cred,result,against_home_dogs,away_Favs
2936,12/26/2010,2010,16,BUF,NE,NE,-9.0,45.5,Snow,22.0,1.0,69.0,3.0,34.0,False,False,37.0,-8.5,8.5,-22.0,12/26/2010,12/26/2010,6,47.5,43.5,-150,100,0,0,-50,22.0,-110,0,-110,100,100
2938,12/26/2010,2010,16,CIN,,LAC,-8.0,43.5,,30.0,1.0,62.0,34.0,20.0,False,False,54.0,10.5,10.5,-6.0,12/26/2010,12/26/2010,6,45.5,41.5,100,-150,0,0,-50,-22.0,100,0,100,-110,-110
2939,12/26/2010,2010,16,CLE,BAL,BAL,-4.0,40.0,,26.0,1.0,73.0,10.0,20.0,False,False,30.0,-10.0,10.0,-6.0,12/26/2010,12/26/2010,6,42.0,38.0,-150,100,0,0,-50,6.0,-110,0,-110,100,100
2940,12/26/2010,2010,16,DEN,HOU,HOU,-2.5,49.5,,50.0,7.0,18.0,24.0,23.0,False,False,47.0,-2.5,2.5,1.5,12/26/2010,12/26/2010,6,51.5,47.5,-150,100,0,0,-50,-3.5,100,0,100,-110,-110
2945,12/26/2010,2010,16,OAK,IND,IND,-2.5,47.5,,58.0,5.0,65.0,26.0,31.0,False,False,57.0,9.5,9.5,-2.5,12/26/2010,12/26/2010,6,49.5,45.5,100,-150,0,0,-50,2.5,-110,0,-110,100,100
2951,1/2/2011,2010,17,CLE,PIT,PIT,-6.5,38.0,,25.0,1.0,51.0,9.0,41.0,False,False,50.0,12.0,12.0,-25.5,1/2/2011,1/2/2011,6,40.0,36.0,100,-150,0,0,-50,25.5,-110,0,-110,100,100
2952,1/2/2011,2010,17,DEN,,LAC,-3.5,47.5,,45.0,4.0,22.0,28.0,33.0,False,False,61.0,13.5,13.5,-1.5,1/2/2011,1/2/2011,6,49.5,45.5,100,-150,0,0,-50,1.5,-110,0,-110,100,100
2961,1/2/2011,2010,17,PHI,DAL,PICK,0.0,43.5,Rain,48.0,1.0,66.0,13.0,14.0,False,False,27.0,-16.5,16.5,-1.0,1/2/2011,1/2/2011,6,45.5,41.5,-150,100,0,0,-50,1.0,-110,0,-110,100,100
2963,1/2/2011,2010,17,SEA,,LAR,-3.0,41.5,,34.0,4.0,,16.0,6.0,False,False,22.0,-19.5,19.5,-7.0,1/2/2011,1/2/2011,6,43.5,39.5,-150,100,0,0,-50,-13.0,100,0,100,-110,-110
2964,1/2/2011,2010,17,WAS,NYG,NYG,-4.0,44.5,Rain,44.0,7.0,79.0,14.0,17.0,False,False,31.0,-13.5,13.5,1.0,1/2/2011,1/2/2011,6,46.5,42.5,-150,100,0,0,-50,-1.0,100,0,100,-110,-110
2966,1/8/2011,2010,18,SEA,NO,NO,-10.0,46.0,,,,,41.0,36.0,False,True,77.0,31.0,31.0,5.0,1/8/2011,1/8/2011,5,48.0,44.0,100,-150,0,0,-50,-15.0,100,0,100,-110,-110
2967,1/9/2011,2010,18,KC,BAL,BAL,-3.0,41.0,,,,,7.0,30.0,False,True,37.0,-4.0,4.0,-20.0,1/9/2011,1/9/2011,6,43.0,39.0,-150,100,0,0,-50,20.0,-110,0,-110,100,100
2973,1/23/2011,2010,20,CHI,GB,GB,-3.5,42.5,,,,,14.0,21.0,False,True,35.0,-7.5,7.5,-3.5,1/23/2011,1/23/2011,6,44.5,40.5,-150,100,0,0,-50,3.5,-110,0,-110,100,100
2979,9/11/2011,2011,1,CHI,ATL,ATL,-1.5,41.0,,78.0,7.0,57.0,30.0,12.0,False,False,42.0,1.0,1.0,-16.5,9/11/2011,9/11/2011,6,43.0,39.0,100,100,0,0,200,-19.5,100,0,100,-110,-110
2982,9/11/2011,2011,1,JAX,TEN,TEN,-1.5,38.0,,90.0,5.0,52.0,16.0,14.0,False,False,30.0,-8.0,8.0,-0.5,9/11/2011,9/11/2011,6,40.0,36.0,-150,100,0,0,-50,-3.5,100,0,100,-110,-110
2987,9/11/2011,2011,1,WAS,NYG,NYG,-2.0,40.0,,87.0,5.0,38.0,28.0,14.0,False,False,42.0,2.0,2.0,-12.0,9/11/2011,9/11/2011,6,42.0,38.0,100,-150,0,150,100,-16.0,100,0,100,-110,-110
2989,9/12/2011,2011,1,MIA,NE,NE,-7.5,47.0,,82.0,1.0,73.0,24.0,38.0,False,False,62.0,15.0,15.0,-6.5,9/12/2011,9/12/2011,0,49.0,45.0,100,-150,0,0,-50,6.5,-110,0,-110,100,100
2990,9/18/2011,2011,2,ATL,PHI,PHI,-2.5,49.5,DOME,72.0,0.0,,35.0,31.0,False,False,66.0,16.5,16.5,-1.5,9/18/2011,9/18/2011,6,51.5,47.5,100,-150,0,0,-50,-6.5,100,0,100,-110,-110
2992,9/18/2011,2011,2,CAR,GB,GB,-11.0,45.0,,67.0,1.0,67.0,23.0,30.0,False,False,53.0,8.0,8.0,4.0,9/18/2011,9/18/2011,6,47.0,43.0,100,-150,0,0,-50,-4.0,100,0,100,-110,-110
2995,9/18/2011,2011,2,IND,CLE,CLE,-1.5,39.0,DOME,72.0,0.0,,19.0,27.0,False,False,46.0,7.0,7.0,-6.5,9/18/2011,9/18/2011,6,41.0,37.0,100,-150,0,0,-50,6.5,-110,0,-110,100,100
2996,9/18/2011,2011,2,MIA,HOU,HOU,-3.0,47.5,,87.0,1.0,59.0,13.0,23.0,False,False,36.0,-11.5,11.5,-7.0,9/18/2011,9/18/2011,6,49.5,45.5,-150,100,0,0,-50,7.0,-110,0,-110,100,100
3002,9/18/2011,2011,2,SF,DAL,DAL,-3.0,41.5,,72.0,3.0,60.0,24.0,27.0,False,False,51.0,9.5,9.5,0.0,9/18/2011,9/18/2011,6,43.5,39.5,100,-150,0,0,-50,0.0,-110,110,0,-110,0
3003,9/18/2011,2011,2,TEN,BAL,BAL,-6.0,39.0,,79.0,1.0,54.0,26.0,13.0,False,False,39.0,0.0,0.0,-7.0,9/18/2011,9/18/2011,6,41.0,37.0,100,100,0,0,200,-19.0,100,0,100,-110,-110
3006,9/25/2011,2011,3,BUF,NE,NE,-7.5,54.5,,81.0,8.0,60.0,34.0,31.0,False,False,65.0,10.5,10.5,4.5,9/25/2011,9/25/2011,6,56.5,52.5,100,-150,0,0,-50,-10.5,100,0,100,-110,-110
3008,9/25/2011,2011,3,CHI,GB,GB,-5.0,45.5,,63.0,1.0,85.0,17.0,27.0,False,False,44.0,-1.5,1.5,-5.0,9/25/2011,9/25/2011,6,47.5,43.5,100,100,0,0,200,5.0,-110,0,-110,100,100
3010,9/25/2011,2011,3,CLE,MIA,MIA,-2.0,42.5,,77.0,5.0,72.0,17.0,16.0,False,False,33.0,-9.5,9.5,1.0,9/25/2011,9/25/2011,6,44.5,40.5,-150,100,0,0,-50,-3.0,100,0,100,-110,-110
3011,9/25/2011,2011,3,IND,PIT,PIT,-11.0,39.5,DOME,72.0,0.0,,20.0,23.0,False,False,43.0,3.5,3.5,8.0,9/25/2011,9/25/2011,6,41.5,37.5,100,-150,0,0,-50,-8.0,100,0,100,-110,-110
3012,9/25/2011,2011,3,MIN,DET,DET,-3.0,45.0,DOME,72.0,0.0,,23.0,26.0,False,False,49.0,4.0,4.0,0.0,9/25/2011,9/25/2011,6,47.0,43.0,100,-150,0,0,-50,0.0,-110,110,0,-110,0
3014,9/25/2011,2011,3,OAK,NYJ,NYJ,-3.0,41.0,,70.0,7.0,70.0,34.0,24.0,False,False,58.0,17.0,17.0,-7.0,9/25/2011,9/25/2011,6,43.0,39.0,100,-150,0,0,-50,-13.0,100,0,100,-110,-110
3016,9/25/2011,2011,3,SEA,ARI,ARI,-3.0,43.0,,66.0,20.0,,13.0,10.0,False,False,23.0,-20.0,20.0,0.0,9/25/2011,9/25/2011,6,45.0,41.0,-150,100,0,0,-50,-6.0,100,0,100,-110,-110
3020,10/2/2011,2011,4,ARI,NYG,NYG,-1.5,45.0,DOME,72.0,0.0,,27.0,31.0,False,False,58.0,13.0,13.0,-2.5,10/2/2011,10/2/2011,6,47.0,43.0,100,-150,0,0,-50,2.5,-110,0,-110,100,100
3023,10/2/2011,2011,4,CIN,BUF,BUF,-3.0,43.0,,59.0,1.0,48.0,23.0,20.0,False,False,43.0,0.0,0.0,0.0,10/2/2011,10/2/2011,6,45.0,41.0,100,100,0,0,200,-6.0,100,0,100,-110,-110
3028,10/2/2011,2011,4,JAX,NO,NO,-9.0,45.0,,74.0,5.0,40.0,10.0,23.0,False,False,33.0,-12.0,12.0,-4.0,10/2/2011,10/2/2011,6,47.0,43.0,-150,100,0,0,-50,4.0,-110,0,-110,100,100
3029,10/2/2011,2011,4,KC,MIN,MIN,-3.0,40.0,,70.0,7.0,40.0,22.0,17.0,False,False,39.0,-1.0,1.0,-2.0,10/2/2011,10/2/2011,6,42.0,38.0,100,100,0,0,200,-8.0,100,0,100,-110,-110
3030,10/2/2011,2011,4,OAK,NE,NE,-6.5,55.5,,71.0,6.0,50.0,19.0,31.0,False,False,50.0,-5.5,5.5,-5.5,10/2/2011,10/2/2011,6,57.5,53.5,-150,100,0,0,-50,5.5,-110,0,-110,100,100
3032,10/2/2011,2011,4,SEA,ATL,ATL,-6.0,39.0,,63.0,0.0,,28.0,30.0,False,False,58.0,19.0,19.0,4.0,10/2/2011,10/2/2011,6,41.0,37.0,100,-150,0,0,-50,-4.0,100,0,100,-110,-110
3034,10/9/2011,2011,5,ATL,GB,GB,-6.5,53.0,DOME,72.0,0.0,,14.0,25.0,False,False,39.0,-14.0,14.0,-4.5,10/9/2011,10/9/2011,6,55.0,51.0,-150,100,0,0,-50,4.5,-110,0,-110,100,100
3035,10/9/2011,2011,5,BUF,PHI,PHI,-3.0,53.0,,75.0,6.0,47.0,31.0,24.0,False,False,55.0,2.0,2.0,-4.0,10/9/2011,10/9/2011,6,55.0,51.0,100,-150,0,150,100,-10.0,100,0,100,-110,-110
3036,10/9/2011,2011,5,CAR,NO,NO,-6.5,51.5,,75.0,1.0,50.0,27.0,30.0,False,False,57.0,5.5,5.5,3.5,10/9/2011,10/9/2011,6,53.5,49.5,100,-150,0,0,-50,-3.5,100,0,100,-110,-110
3037,10/9/2011,2011,5,DEN,,LAC,-3.5,46.5,,54.0,6.0,45.0,24.0,29.0,False,False,53.0,6.5,6.5,-1.5,10/9/2011,10/9/2011,6,48.5,44.5,100,-150,0,0,-50,1.5,-110,0,-110,100,100
3040,10/9/2011,2011,5,JAX,CIN,CIN,-2.5,37.0,,79.0,1.0,68.0,20.0,30.0,False,False,50.0,13.0,13.0,-7.5,10/9/2011,10/9/2011,6,39.0,35.0,100,-150,0,0,-50,7.5,-110,0,-110,100,100
3057,10/16/2011,2011,6,TB,NO,NO,-6.5,49.5,,86.0,11.0,,26.0,20.0,False,False,46.0,-3.5,3.5,0.5,10/16/2011,10/16/2011,6,51.5,47.5,-150,100,0,0,-50,-12.5,100,0,100,-110,-110
3058,10/16/2011,2011,6,WAS,PHI,PHI,-3.0,46.5,,69.0,7.0,26.0,13.0,20.0,False,False,33.0,-13.5,13.5,-4.0,10/16/2011,10/16/2011,6,48.5,44.5,-150,100,0,0,-50,4.0,-110,0,-110,100,100
3060,10/23/2011,2011,7,ARI,PIT,PIT,-4.5,46.5,DOME,72.0,0.0,,20.0,32.0,False,False,52.0,5.5,5.5,-7.5,10/23/2011,10/23/2011,6,48.5,44.5,100,-150,0,0,-50,7.5,-110,0,-110,100,100
3065,10/23/2011,2011,7,MIA,DEN,DEN,-1.0,41.5,,79.0,9.0,57.0,15.0,18.0,False,False,33.0,-8.5,8.5,-2.0,10/23/2011,10/23/2011,6,43.5,39.5,-150,100,0,0,-50,2.0,-110,0,-110,100,100
3066,10/23/2011,2011,7,MIN,GB,GB,-11.0,47.0,DOME,72.0,0.0,,27.0,33.0,False,False,60.0,13.0,13.0,5.0,10/23/2011,10/23/2011,6,49.0,45.0,100,-150,0,0,-50,-5.0,100,0,100,-110,-110
3068,10/23/2011,2011,7,NYJ,,LAC,-1.0,43.5,,70.0,0.0,46.0,27.0,21.0,False,False,48.0,4.5,4.5,-5.0,10/23/2011,10/23/2011,6,45.5,41.5,100,-150,0,0,-50,-7.0,100,0,100,-110,-110
3070,10/23/2011,2011,7,TB,CHI,CHI,-2.0,44.0,,67.0,15.0,54.0,18.0,24.0,True,False,42.0,-2.0,2.0,-4.0,10/23/2011,10/23/2011,6,46.0,42.0,-150,100,150,0,100,4.0,-110,0,-110,100,100
3072,10/24/2011,2011,7,JAX,BAL,BAL,-10.5,39.0,,69.0,0.0,77.0,12.0,7.0,False,False,19.0,-20.0,20.0,5.5,10/24/2011,10/24/2011,0,41.0,37.0,-150,100,0,0,-50,-15.5,100,0,100,-110,-110
3076,10/30/2011,2011,8,DEN,DET,DET,-3.5,43.5,,59.0,5.0,31.0,10.0,45.0,False,False,55.0,11.5,11.5,-31.5,10/30/2011,10/30/2011,6,45.5,41.5,100,-150,0,0,-50,31.5,-110,0,-110,100,100
3080,10/30/2011,2011,8,PIT,NE,NE,-3.0,52.0,,40.0,3.0,79.0,25.0,17.0,False,False,42.0,-10.0,10.0,-5.0,10/30/2011,10/30/2011,6,54.0,50.0,-150,100,0,0,-50,-11.0,100,0,100,-110,-110
3082,10/30/2011,2011,8,SEA,CIN,CIN,-1.5,37.5,,59.0,14.0,,12.0,34.0,False,False,46.0,8.5,8.5,-20.5,10/30/2011,10/30/2011,6,39.5,35.5,100,-150,0,0,-50,20.5,-110,0,-110,100,100
3084,10/31/2011,2011,8,KC,,LAC,-3.0,44.5,,63.0,0.0,31.0,23.0,20.0,False,False,43.0,-1.5,1.5,0.0,10/31/2011,10/31/2011,0,46.5,42.5,100,100,0,0,200,-6.0,100,0,100,-110,-110
3089,11/6/2011,2011,9,IND,ATL,ATL,-7.0,45.5,DOME,72.0,0.0,,7.0,31.0,False,False,38.0,-7.5,7.5,-17.0,11/6/2011,11/6/2011,6,47.5,43.5,-150,100,0,0,-50,17.0,-110,0,-110,100,100
3096,11/6/2011,2011,9,WAS,SF,SF,-4.5,37.5,,58.0,6.0,48.0,11.0,19.0,False,False,30.0,-7.5,7.5,-3.5,11/6/2011,11/6/2011,6,39.5,35.5,-150,100,0,0,-50,3.5,-110,0,-110,100,100
3101,11/13/2011,2011,10,CIN,PIT,PIT,-4.0,40.5,,65.0,2.0,60.0,17.0,24.0,False,False,41.0,0.5,0.5,-3.0,11/13/2011,11/13/2011,6,42.5,38.5,100,100,0,0,200,3.0,-110,0,-110,100,100
3104,11/13/2011,2011,10,IND,JAX,JAX,-3.0,37.5,DOME,72.0,0.0,,3.0,17.0,False,False,20.0,-17.5,17.5,-11.0,11/13/2011,11/13/2011,6,39.5,35.5,-150,100,0,0,-50,11.0,-110,0,-110,100,100
3110,11/13/2011,2011,10,SEA,BAL,BAL,-7.0,39.0,,50.0,10.0,,22.0,17.0,False,False,39.0,0.0,0.0,2.0,11/13/2011,11/13/2011,6,41.0,37.0,100,100,0,0,200,-12.0,100,0,100,-110,-110
3111,11/13/2011,2011,10,TB,HOU,HOU,-4.0,45.5,,78.0,9.0,47.0,9.0,37.0,False,False,46.0,0.5,0.5,-24.0,11/13/2011,11/13/2011,6,47.5,43.5,100,100,0,0,200,24.0,-110,0,-110,100,100
3113,11/17/2011,2011,11,DEN,NYJ,NYJ,-6.5,38.5,,54.0,3.0,20.0,17.0,13.0,False,False,30.0,-8.5,8.5,2.5,11/17/2011,11/17/2011,3,40.5,36.5,-150,100,0,0,-50,-10.5,100,0,100,-110,-110
3124,11/20/2011,2011,11,WAS,DAL,DAL,-7.0,43.0,,67.0,4.0,55.0,24.0,27.0,False,False,51.0,8.0,8.0,4.0,11/20/2011,11/20/2011,6,45.0,41.0,100,-150,0,0,-50,-4.0,100,0,100,-110,-110
3128,11/24/2011,2011,12,DET,GB,GB,-4.5,55.0,DOME,72.0,0.0,,15.0,27.0,False,False,42.0,-13.0,13.0,-7.5,11/24/2011,11/24/2011,3,57.0,53.0,-150,100,0,0,-50,7.5,-110,0,-110,100,100
3131,11/27/2011,2011,12,IND,CAR,CAR,-3.5,46.5,DOME,72.0,0.0,,19.0,27.0,False,False,46.0,-0.5,0.5,-4.5,11/27/2011,11/27/2011,6,48.5,44.5,100,100,0,0,200,4.5,-110,0,-110,100,100
3132,11/27/2011,2011,12,JAX,HOU,HOU,-6.5,37.0,,79.0,1.0,61.0,13.0,20.0,False,False,33.0,-4.0,4.0,-0.5,11/27/2011,11/27/2011,6,39.0,35.0,-150,100,0,0,-50,0.5,-110,0,-110,100,100
3133,11/27/2011,2011,12,KC,PIT,PIT,-10.5,40.5,,34.0,5.0,,9.0,13.0,False,False,22.0,-18.5,18.5,6.5,11/27/2011,11/27/2011,6,42.5,38.5,-150,100,0,0,-50,-6.5,100,0,100,-110,-110
3136,11/27/2011,2011,12,PHI,NE,NE,-3.5,50.5,,63.0,1.0,56.0,20.0,38.0,False,False,58.0,7.5,7.5,-14.5,11/27/2011,11/27/2011,6,52.5,48.5,100,-150,0,0,-50,14.5,-110,0,-110,100,100
3140,12/1/2011,2011,13,SEA,PHI,PHI,-3.0,43.5,,39.0,2.0,,31.0,14.0,False,False,45.0,1.5,1.5,-14.0,12/1/2011,12/1/2011,3,45.5,41.5,100,100,0,0,200,-20.0,100,0,100,-110,-110
3141,12/4/2011,2011,13,ARI,DAL,DAL,-4.5,46.5,DOME,72.0,0.0,,19.0,13.0,False,False,32.0,-14.5,14.5,-1.5,12/4/2011,12/4/2011,6,48.5,44.5,-150,100,0,0,-50,-10.5,100,0,100,-110,-110
3144,12/4/2011,2011,13,CLE,BAL,BAL,-7.0,38.5,Rain,51.0,30.0,,10.0,24.0,False,False,34.0,-4.5,4.5,-7.0,12/4/2011,12/4/2011,6,40.5,36.5,-150,100,0,0,-50,7.0,-110,0,-110,100,100
3145,12/4/2011,2011,13,HOU,ATL,ATL,-2.0,38.0,Rain,72.0,2.0,,17.0,10.0,False,False,27.0,-11.0,11.0,-5.0,12/4/2011,12/4/2011,6,40.0,36.0,-150,100,0,0,-50,-9.0,100,0,100,-110,-110
3150,12/4/2011,2011,13,NYG,GB,GB,-7.0,54.0,,52.0,9.0,67.0,35.0,38.0,False,False,73.0,19.0,19.0,4.0,12/4/2011,12/4/2011,6,56.0,52.0,100,-150,0,0,-50,-4.0,100,0,100,-110,-110
3153,12/4/2011,2011,13,TB,CAR,CAR,-2.5,46.5,,79.0,1.0,46.0,19.0,38.0,False,False,57.0,10.5,10.5,-16.5,12/4/2011,12/4/2011,6,48.5,44.5,100,-150,0,0,-50,16.5,-110,0,-110,100,100
3154,12/4/2011,2011,13,WAS,NYJ,NYJ,-3.0,38.5,,56.0,5.0,57.0,19.0,34.0,False,False,53.0,14.5,14.5,-12.0,12/4/2011,12/4/2011,6,40.5,36.5,100,-150,0,0,-50,12.0,-110,0,-110,100,100
3155,12/5/2011,2011,13,JAX,,LAC,-3.0,39.5,,68.0,6.0,81.0,14.0,38.0,False,False,52.0,12.5,12.5,-21.0,12/5/2011,12/5/2011,0,41.5,37.5,100,-150,0,0,-50,21.0,-110,0,-110,100,100
3157,12/11/2011,2011,14,ARI,SF,SF,-3.5,40.0,DOME,72.0,0.0,,21.0,19.0,False,False,40.0,0.0,0.0,1.5,12/11/2011,12/11/2011,6,42.0,38.0,100,100,0,0,200,-5.5,100,0,100,-110,-110
3159,12/11/2011,2011,14,CAR,ATL,ATL,-3.0,47.5,,48.0,1.0,45.0,23.0,31.0,False,False,54.0,6.5,6.5,-5.0,12/11/2011,12/11/2011,6,49.5,45.5,100,-150,0,0,-50,5.0,-110,0,-110,100,100
3165,12/11/2011,2011,14,JAX,TB,TB,-3.0,42.0,Rain,60.0,12.0,,41.0,14.0,False,False,55.0,13.0,13.0,-24.0,12/11/2011,12/11/2011,6,44.0,40.0,100,-150,0,0,-50,-30.0,100,0,100,-110,-110
3168,12/11/2011,2011,14,TEN,NO,NO,-3.5,48.0,,46.0,7.0,44.0,17.0,22.0,False,False,39.0,-9.0,9.0,-1.5,12/11/2011,12/11/2011,6,50.0,46.0,-150,100,0,0,-50,1.5,-110,0,-110,100,100
3169,12/11/2011,2011,14,WAS,NE,NE,-7.5,47.0,,40.0,0.0,33.0,27.0,34.0,False,False,61.0,14.0,14.0,0.5,12/11/2011,12/11/2011,6,49.0,45.0,100,-150,0,0,-50,-0.5,100,0,100,-110,-110
3172,12/17/2011,2011,15,TB,DAL,DAL,-7.0,47.0,,67.0,3.0,78.0,15.0,31.0,False,False,46.0,-1.0,1.0,-9.0,12/17/2011,12/17/2011,5,49.0,45.0,100,100,0,0,200,9.0,-110,0,-110,100,100
3176,12/18/2011,2011,15,DEN,NE,NE,-7.5,47.5,,63.0,3.0,16.0,23.0,41.0,False,False,64.0,16.5,16.5,-10.5,12/18/2011,12/18/2011,6,49.5,45.5,100,-150,0,0,-50,10.5,-110,0,-110,100,100
3178,12/18/2011,2011,15,IND,TEN,TEN,-6.5,41.5,DOME,72.0,0.0,,27.0,13.0,False,False,40.0,-1.5,1.5,-7.5,12/18/2011,12/18/2011,6,43.5,39.5,100,100,0,0,200,-20.5,100,0,100,-110,-110
3179,12/18/2011,2011,15,KC,GB,GB,-11.5,46.0,,57.0,1.0,58.0,19.0,14.0,False,False,33.0,-13.0,13.0,6.5,12/18/2011,12/18/2011,6,48.0,44.0,-150,100,0,0,-50,-16.5,100,0,100,-110,-110
3180,12/18/2011,2011,15,MIN,NO,NO,-7.5,53.5,DOME,72.0,0.0,,20.0,42.0,False,False,62.0,8.5,8.5,-14.5,12/18/2011,12/18/2011,6,55.5,51.5,100,-150,0,0,-50,14.5,-110,0,-110,100,100
3182,12/18/2011,2011,15,OAK,DET,DET,-1.5,47.5,,51.0,1.0,84.0,27.0,28.0,False,False,55.0,7.5,7.5,0.5,12/18/2011,12/18/2011,6,49.5,45.5,100,-150,0,0,-50,-0.5,100,0,100,-110,-110
3185,12/22/2011,2011,16,IND,HOU,HOU,-7.0,40.5,DOME,72.0,0.0,,19.0,16.0,False,False,35.0,-5.5,5.5,4.0,12/22/2011,12/22/2011,3,42.5,38.5,-150,100,0,0,-50,-10.0,100,0,100,-110,-110
3187,12/24/2011,2011,16,BUF,DEN,DEN,-3.0,43.5,,31.0,2.0,42.0,40.0,14.0,False,False,54.0,10.5,10.5,-23.0,12/24/2011,12/24/2011,5,45.5,41.5,100,-150,0,0,-50,-29.0,100,0,100,-110,-110
3190,12/24/2011,2011,16,DAL,PHI,PHI,-2.5,50.0,DOME,72.0,0.0,,7.0,20.0,False,False,27.0,-23.0,23.0,-10.5,12/24/2011,12/24/2011,5,52.0,48.0,-150,100,0,0,-50,10.5,-110,0,-110,100,100
3191,12/24/2011,2011,16,DET,,LAC,-1.0,53.0,DOME,72.0,0.0,,38.0,10.0,False,False,48.0,-5.0,5.0,-27.0,12/24/2011,12/24/2011,5,55.0,51.0,-150,100,0,0,-50,-29.0,100,0,100,-110,-110
3196,12/24/2011,2011,16,SEA,SF,SF,-2.5,37.0,,53.0,8.0,,17.0,19.0,False,False,36.0,-1.0,1.0,0.5,12/24/2011,12/24/2011,5,39.0,35.0,100,100,0,0,200,-0.5,100,0,100,-110,-110
3203,1/1/2012,2011,17,CIN,BAL,BAL,-2.5,38.0,,43.0,1.0,68.0,16.0,24.0,False,False,40.0,2.0,2.0,-5.5,1/1/2012,1/1/2012,6,40.0,36.0,100,-150,0,150,100,5.5,-110,0,-110,100,100
3204,1/1/2012,2011,17,CLE,PIT,PIT,-7.0,33.0,,49.0,2.0,66.0,9.0,13.0,False,False,22.0,-11.0,11.0,3.0,1/1/2012,1/1/2012,6,35.0,31.0,-150,100,0,0,-50,-3.0,100,0,100,-110,-110
3206,1/1/2012,2011,17,GB,DET,DET,-6.5,42.0,,31.0,2.0,78.0,45.0,41.0,False,False,86.0,44.0,44.0,2.5,1/1/2012,1/1/2012,6,44.0,40.0,100,-150,0,0,-50,-10.5,100,0,100,-110,-110
3207,1/1/2012,2011,17,HOU,TEN,TEN,-2.0,38.5,,66.0,1.0,,22.0,23.0,False,False,45.0,6.5,6.5,1.0,1/1/2012,1/1/2012,6,40.5,36.5,100,-150,0,0,-50,-1.0,100,0,100,-110,-110
3218,1/8/2012,2011,18,DEN,PIT,PIT,-7.5,34.0,,,,,29.0,23.0,False,True,52.0,18.0,18.0,1.5,1/8/2012,1/8/2012,6,36.0,32.0,100,-150,0,0,-50,-13.5,100,0,100,-110,-110
3221,1/14/2012,2011,19,SF,NO,NO,-3.5,47.0,,,,,36.0,32.0,False,True,68.0,21.0,21.0,-0.5,1/14/2012,1/14/2012,5,49.0,45.0,100,-150,0,0,-50,-7.5,100,0,100,-110,-110
3228,9/9/2012,2012,1,ARI,SEA,SEA,-3.0,41.0,DOME,72.0,0.0,,20.0,16.0,False,False,36.0,-5.0,5.0,-1.0,9/9/2012,9/9/2012,6,43.0,39.0,-150,100,0,0,-50,-7.0,100,0,100,-110,-110
3230,9/9/2012,2012,1,CLE,PHI,PHI,-9.5,42.0,,68.0,9.0,57.0,16.0,17.0,False,False,33.0,-9.0,9.0,8.5,9/9/2012,9/9/2012,6,44.0,40.0,-150,100,0,0,-50,-8.5,100,0,100,-110,-110
3235,9/9/2012,2012,1,KC,ATL,ATL,-2.5,43.0,,73.0,7.0,47.0,24.0,40.0,False,False,64.0,21.0,21.0,-13.5,9/9/2012,9/9/2012,6,45.0,41.0,100,-150,0,0,-50,13.5,-110,0,-110,100,100
3239,9/9/2012,2012,1,TB,CAR,CAR,-3.0,45.5,Rain,83.0,5.0,79.0,16.0,10.0,False,False,26.0,-19.5,19.5,-3.0,9/9/2012,9/9/2012,6,47.5,43.5,-150,100,0,0,-50,-9.0,100,0,100,-110,-110
3240,9/9/2012,2012,1,TEN,NE,NE,-6.5,48.0,,77.0,4.0,45.0,13.0,34.0,False,False,47.0,-1.0,1.0,-14.5,9/9/2012,9/9/2012,6,50.0,46.0,100,100,0,0,200,14.5,-110,0,-110,100,100
3245,9/16/2012,2012,2,CAR,NO,NO,-3.0,54.0,,71.0,4.0,85.0,35.0,27.0,False,False,62.0,8.0,8.0,-5.0,9/16/2012,9/16/2012,6,56.0,52.0,100,-150,0,0,-50,-11.0,100,0,100,-110,-110
3247,9/16/2012,2012,2,IND,MIN,MIN,-3.0,45.5,DOME,72.0,0.0,,23.0,20.0,False,False,43.0,-2.5,2.5,0.0,9/16/2012,9/16/2012,6,47.5,43.5,-150,100,0,0,-50,-6.0,100,0,100,-110,-110
3248,9/16/2012,2012,2,JAX,HOU,HOU,-7.0,40.0,,85.0,9.0,66.0,7.0,27.0,False,False,34.0,-6.0,6.0,-13.0,9/16/2012,9/16/2012,6,42.0,38.0,-150,100,0,0,-50,13.0,-110,0,-110,100,100
3249,9/16/2012,2012,2,MIA,OAK,OAK,-2.0,41.0,,83.0,8.0,75.0,35.0,13.0,False,False,48.0,7.0,7.0,-20.0,9/16/2012,9/16/2012,6,43.0,39.0,100,-150,0,0,-50,-24.0,100,0,100,-110,-110
3255,9/16/2012,2012,2,SEA,DAL,DAL,-3.0,43.0,,71.0,6.0,56.0,27.0,7.0,False,False,34.0,-9.0,9.0,-17.0,9/16/2012,9/16/2012,6,45.0,41.0,-150,100,0,0,-50,-23.0,100,0,100,-110,-110
3258,9/23/2012,2012,3,ARI,PHI,PHI,-3.0,42.0,DOME,72.0,0.0,,27.0,6.0,False,False,33.0,-9.0,9.0,-18.0,9/23/2012,9/23/2012,6,44.0,40.0,-150,100,0,0,-50,-24.0,100,0,100,-110,-110
