,Unnamed: 0,schedule_date,schedule_season,schedule_week,team_home,team_away,team_favorite_id,spread_favorite,over_under_line,weather_detail,weather_temperature,weather_wind_mph,weather_humidity,score_home,score_away,stadium_neutral,schedule_playoff,total,oudiff,oudiff_abs,spread_dist,dates,dateofgame,dayofweek,total_upper2,total_lower2,ouopp_o2,ouopp_u2,tie_ou,tie_ou2,result_total_plus_minus_two
2016,2016,9/23/2007,2007,3,SEA,CIN,SEA,-3.0,49.5,,53.0,6.0,73.0,24.0,21.0,False,False,45.0,-4.5,4.5,0.0,2007-09-23,9/23/2007,6,51.5,47.5,-150,100,0,0,-50
2017,2017,9/23/2007,2007,3,TB,,TB,-3.5,38.5,,79.0,8.0,82.0,24.0,3.0,False,False,27.0,-11.5,11.5,17.5,2007-09-23,9/23/2007,6,40.5,36.5,-150,100,0,0,-50
2018,2018,9/23/2007,2007,3,WAS,NYG,WAS,-3.5,42.5,,76.0,8.0,54.0,17.0,24.0,False,False,41.0,-1.5,1.5,3.5,2007-09-23,9/23/2007,6,44.5,40.5,100,100,0,0,200
2019,2019,9/24/2007,2007,3,NO,TEN,NO,-4.5,46.5,DOME,72.0,0.0,,14.0,31.0,False,False,45.0,-1.5,1.5,12.5,2007-09-24,9/24/2007,0,48.5,44.5,100,100,0,0,200
2020,2020,9/30/2007,2007,4,ARI,PIT,PIT,-5.0,42.5,DOME,72.0,0.0,,21.0,14.0,False,False,35.0,-7.5,7.5,-2.0,2007-09-30,9/30/2007,6,44.5,40.5,-150,100,0,0,-50
2021,2021,9/30/2007,2007,4,ATL,HOU,HOU,-2.5,39.5,DOME,72.0,0.0,,26.0,16.0,False,False,42.0,2.5,2.5,-7.5,2007-09-30,9/30/2007,6,41.5,37.5,100,-150,0,0,-50
2022,2022,9/30/2007,2007,4,BUF,NYJ,NYJ,-3.0,37.0,,61.0,8.0,62.0,17.0,14.0,False,False,31.0,-6.0,6.0,0.0,2007-09-30,9/30/2007,6,39.0,35.0,-150,100,0,0,-50
2023,2023,9/30/2007,2007,4,CAR,TB,CAR,-3.0,39.5,,67.0,9.0,39.0,7.0,20.0,False,False,27.0,-12.5,12.5,10.0,2007-09-30,9/30/2007,6,41.5,37.5,-150,100,0,0,-50
2024,2024,9/30/2007,2007,4,CLE,BAL,BAL,-4.5,40.0,,62.0,8.0,57.0,27.0,13.0,False,False,40.0,0.0,0.0,-9.5,2007-09-30,9/30/2007,6,42.0,38.0,100,100,0,0,200
2025,2025,9/30/2007,2007,4,DAL,,DAL,-13.0,47.0,,81.0,14.0,59.0,35.0,7.0,False,False,42.0,-5.0,5.0,15.0,2007-09-30,9/30/2007,6,49.0,45.0,-150,100,0,0,-50
2026,2026,9/30/2007,2007,4,DET,CHI,CHI,-2.5,46.0,DOME,72.0,0.0,,37.0,27.0,False,False,64.0,18.0,18.0,-7.5,2007-09-30,9/30/2007,6,48.0,44.0,100,-150,0,0,-50
2027,2027,9/30/2007,2007,4,IND,DEN,IND,-10.0,46.5,DOME,72.0,0.0,,38.0,20.0,False,False,58.0,11.5,11.5,8.0,2007-09-30,9/30/2007,6,48.5,44.5,100,-150,0,0,-50
2028,2028,9/30/2007,2007,4,MIA,OAK,MIA,-3.5,40.0,,78.0,12.0,78.0,17.0,35.0,False,False,52.0,12.0,12.0,14.5,2007-09-30,9/30/2007,6,42.0,38.0,100,-150,0,0,-50
2029,2029,9/30/2007,2007,4,MIN,GB,GB,-1.0,38.0,DOME,72.0,0.0,,16.0,23.0,False,False,39.0,1.0,1.0,-6.0,2007-09-30,9/30/2007,6,40.0,36.0,100,100,0,0,200
2030,2030,9/30/2007,2007,4,NYG,PHI,PHI,-2.5,47.0,,67.0,7.0,50.0,16.0,3.0,False,False,19.0,-28.0,28.0,-10.5,2007-09-30,9/30/2007,6,49.0,45.0,-150,100,0,0,-50
2031,2031,9/30/2007,2007,4,SF,SEA,SEA,-1.0,40.5,,58.0,13.0,58.0,3.0,23.0,False,False,26.0,-14.5,14.5,-19.0,2007-09-30,9/30/2007,6,42.5,38.5,-150,100,0,0,-50
2032,2032,10/1/2007,2007,4,CIN,NE,NE,-7.5,54.0,,66.0,12.0,50.0,13.0,34.0,False,False,47.0,-7.0,7.0,-13.5,2007-10-01,10/1/2007,0,56.0,52.0,-150,100,0,0,-50
2033,2033,10/7/2007,2007,5,DEN,,LAC,-1.0,43.5,,50.0,16.0,47.0,3.0,41.0,False,False,44.0,0.5,0.5,-37.0,2007-10-07,10/7/2007,6,45.5,41.5,100,100,0,0,200
2034,2034,10/7/2007,2007,5,GB,CHI,GB,-3.5,40.5,,76.0,8.0,74.0,20.0,27.0,False,False,47.0,6.5,6.5,3.5,2007-10-07,10/7/2007,6,42.5,38.5,100,-150,0,0,-50
2035,2035,10/7/2007,2007,5,HOU,MIA,HOU,-5.5,43.5,DOME,72.0,0.0,,22.0,19.0,False,False,41.0,-2.5,2.5,-2.5,2007-10-07,10/7/2007,6,45.5,41.5,-150,100,0,0,-50
2036,2036,10/7/2007,2007,5,IND,TB,IND,-9.0,45.0,DOME,72.0,0.0,,33.0,14.0,False,False,47.0,2.0,2.0,10.0,2007-10-07,10/7/2007,6,47.0,43.0,100,-150,0,150,100
2037,2037,10/7/2007,2007,5,KC,JAX,JAX,-2.0,35.0,,77.0,13.0,79.0,7.0,17.0,False,False,24.0,-11.0,11.0,-8.0,2007-10-07,10/7/2007,6,37.0,33.0,-150,100,0,0,-50
2038,2038,10/7/2007,2007,5,NE,CLE,NE,-15.5,48.0,,62.0,10.0,78.0,34.0,17.0,False,False,51.0,3.0,3.0,1.5,2007-10-07,10/7/2007,6,50.0,46.0,100,-150,0,0,-50
2039,2039,10/7/2007,2007,5,NO,CAR,NO,-4.0,44.0,DOME,72.0,0.0,,13.0,16.0,False,False,29.0,-15.0,15.0,-1.0,2007-10-07,10/7/2007,6,46.0,42.0,-150,100,0,0,-50
2040,2040,10/7/2007,2007,5,NYG,NYJ,NYG,-4.0,40.5,,77.0,10.0,61.0,35.0,24.0,False,False,59.0,18.5,18.5,7.0,2007-10-07,10/7/2007,6,42.5,38.5,100,-150,0,0,-50
2041,2041,10/7/2007,2007,5,PIT,SEA,PIT,-5.0,41.5,,74.0,4.0,70.0,21.0,0.0,False,False,21.0,-20.5,20.5,16.0,2007-10-07,10/7/2007,6,43.5,39.5,-150,100,0,0,-50
2042,2042,10/7/2007,2007,5,SF,BAL,BAL,-3.0,34.5,,58.0,10.0,54.0,7.0,9.0,False,False,16.0,-18.5,18.5,1.0,2007-10-07,10/7/2007,6,36.5,32.5,-150,100,0,0,-50
2043,2043,10/7/2007,2007,5,TEN,ATL,TEN,-7.5,41.0,,78.0,4.0,58.0,20.0,13.0,False,False,33.0,-8.0,8.0,-0.5,2007-10-07,10/7/2007,6,43.0,39.0,-150,100,0,0,-50
2044,2044,10/7/2007,2007,5,WAS,DET,WAS,-4.0,44.5,,77.0,7.0,66.0,34.0,3.0,False,False,37.0,-7.5,7.5,27.0,2007-10-07,10/7/2007,6,46.5,42.5,-150,100,0,0,-50
2045,2045,10/8/2007,2007,5,BUF,DAL,DAL,-11.0,45.0,,72.0,12.0,82.0,24.0,25.0,False,False,49.0,4.0,4.0,10.0,2007-10-08,10/8/2007,0,47.0,43.0,100,-150,0,0,-50
2046,2046,10/14/2007,2007,6,ARI,CAR,ARI,-6.0,38.5,DOME,72.0,0.0,,10.0,25.0,False,False,35.0,-3.5,3.5,9.0,2007-10-14,10/14/2007,6,40.5,36.5,-150,100,0,0,-50
2047,2047,10/14/2007,2007,6,BAL,,BAL,-9.0,36.5,,55.0,6.0,53.0,22.0,3.0,False,False,25.0,-11.5,11.5,10.0,2007-10-14,10/14/2007,6,38.5,34.5,-150,100,0,0,-50
2048,2048,10/14/2007,2007,6,CHI,MIN,CHI,-4.5,35.5,,56.0,8.0,72.0,31.0,34.0,False,False,65.0,29.5,29.5,-1.5,2007-10-14,10/14/2007,6,37.5,33.5,100,-150,0,0,-50
2049,2049,10/14/2007,2007,6,CLE,MIA,CLE,-4.0,45.0,,51.0,6.0,64.0,41.0,31.0,False,False,72.0,27.0,27.0,6.0,2007-10-14,10/14/2007,6,47.0,43.0,100,-150,0,0,-50
2050,2050,10/14/2007,2007,6,DAL,NE,NE,-5.0,53.0,,76.0,16.0,55.0,27.0,48.0,False,False,75.0,22.0,22.0,-16.0,2007-10-14,10/14/2007,6,55.0,51.0,100,-150,0,0,-50
2051,2051,10/14/2007,2007,6,GB,WAS,GB,-3.0,40.5,,42.0,4.0,86.0,17.0,14.0,False,False,31.0,-9.5,9.5,0.0,2007-10-14,10/14/2007,6,42.5,38.5,-150,100,0,0,-50
2052,2052,10/14/2007,2007,6,JAX,HOU,JAX,-7.0,37.5,,72.0,11.0,70.0,37.0,17.0,False,False,54.0,16.5,16.5,13.0,2007-10-14,10/14/2007,6,39.5,35.5,100,-150,0,0,-50
2053,2053,10/14/2007,2007,6,KC,CIN,CIN,-2.5,44.0,,64.0,13.0,67.0,27.0,20.0,False,False,47.0,3.0,3.0,-4.5,2007-10-14,10/14/2007,6,46.0,42.0,100,-150,0,0,-50
2054,2054,10/14/2007,2007,6,NYJ,PHI,PHI,-4.5,43.5,,58.0,16.0,46.0,9.0,16.0,False,False,25.0,-18.5,18.5,-2.5,2007-10-14,10/14/2007,6,45.5,41.5,-150,100,0,0,-50
2055,2055,10/14/2007,2007,6,SEA,NO,SEA,-6.5,43.0,,53.0,4.0,79.0,17.0,28.0,False,False,45.0,2.0,2.0,4.5,2007-10-14,10/14/2007,6,45.0,41.0,100,-150,0,150,100
2056,2056,10/14/2007,2007,6,TB,TEN,TB,-2.5,37.0,,78.0,8.0,58.0,13.0,10.0,False,False,23.0,-14.0,14.0,0.5,2007-10-14,10/14/2007,6,39.0,35.0,-150,100,0,0,-50
2057,2057,10/15/2007,2007,6,ATL,NYG,NYG,-5.5,44.0,DOME,72.0,0.0,,10.0,31.0,False,False,41.0,-3.0,3.0,-15.5,2007-10-15,10/15/2007,0,46.0,42.0,-150,100,0,0,-50
2058,2058,10/21/2007,2007,7,BUF,BAL,BAL,-3.0,33.5,,63.0,15.0,50.0,19.0,14.0,False,False,33.0,-0.5,0.5,-2.0,2007-10-21,10/21/2007,6,35.5,31.5,100,100,0,0,200
2059,2059,10/21/2007,2007,7,CIN,NYJ,CIN,-6.0,48.5,,62.0,10.0,47.0,38.0,31.0,False,False,69.0,20.5,20.5,1.0,2007-10-21,10/21/2007,6,50.5,46.5,100,-150,0,0,-50
2060,2060,10/21/2007,2007,7,DAL,MIN,DAL,-9.5,46.5,,78.0,21.0,49.0,24.0,14.0,False,False,38.0,-8.5,8.5,0.5,2007-10-21,10/21/2007,6,48.5,44.5,-150,100,0,0,-50
2061,2061,10/21/2007,2007,7,DEN,PIT,PIT,-4.5,38.5,,42.0,21.0,63.0,31.0,28.0,False,False,59.0,20.5,20.5,1.5,2007-10-21,10/21/2007,6,40.5,36.5,100,-150,0,0,-50
2062,2062,10/21/2007,2007,7,DET,TB,DET,-2.5,44.0,DOME,72.0,0.0,,23.0,16.0,False,False,39.0,-5.0,5.0,4.5,2007-10-21,10/21/2007,6,46.0,42.0,-150,100,0,0,-50
2063,2063,10/21/2007,2007,7,HOU,TEN,HOU,-2.0,38.0,DOME,72.0,0.0,,36.0,38.0,False,False,74.0,36.0,36.0,0.0,2007-10-21,10/21/2007,6,40.0,36.0,100,-150,0,0,-50
2064,2064,10/21/2007,2007,7,MIA,NE,NE,-15.5,49.5,,82.0,10.0,75.0,28.0,49.0,False,False,77.0,27.5,27.5,-5.5,2007-10-21,10/21/2007,6,51.5,47.5,100,-150,0,0,-50
2065,2065,10/21/2007,2007,7,NO,ATL,NO,-7.5,42.0,DOME,72.0,0.0,,22.0,16.0,False,False,38.0,-4.0,4.0,-1.5,2007-10-21,10/21/2007,6,44.0,40.0,-150,100,0,0,-50
2066,2066,10/21/2007,2007,7,NYG,SF,NYG,-9.5,39.0,,67.0,12.0,40.0,33.0,15.0,False,False,48.0,9.0,9.0,8.5,2007-10-21,10/21/2007,6,41.0,37.0,100,-150,0,0,-50
2067,2067,10/21/2007,2007,7,OAK,KC,OAK,-1.5,38.0,,59.0,10.0,50.0,10.0,12.0,False,False,22.0,-16.0,16.0,0.5,2007-10-21,10/21/2007,6,40.0,36.0,-150,100,0,0,-50
2068,2068,10/21/2007,2007,7,PHI,CHI,PHI,-5.5,43.0,,63.0,8.0,52.0,16.0,19.0,False,False,35.0,-8.0,8.0,-2.5,2007-10-21,10/21/2007,6,45.0,41.0,-150,100,0,0,-50
2069,2069,10/21/2007,2007,7,SEA,,SEA,-7.5,39.5,,50.0,12.0,82.0,33.0,6.0,False,False,39.0,-0.5,0.5,19.5,2007-10-21,10/21/2007,6,41.5,37.5,100,100,0,0,200
2070,2070,10/21/2007,2007,7,WAS,ARI,WAS,-8.0,36.0,,65.0,7.0,53.0,21.0,19.0,False,False,40.0,4.0,4.0,-6.0,2007-10-21,10/21/2007,6,38.0,34.0,100,-150,0,0,-50
2071,2071,10/22/2007,2007,7,JAX,IND,IND,-3.0,45.5,,75.0,8.0,91.0,7.0,29.0,False,False,36.0,-9.5,9.5,-19.0,2007-10-22,10/22/2007,0,47.5,43.5,-150,100,0,0,-50
2072,2072,10/28/2007,2007,8,CAR,IND,IND,-6.5,44.0,,57.0,9.0,63.0,7.0,31.0,False,False,38.0,-6.0,6.0,-17.5,2007-10-28,10/28/2007,6,46.0,42.0,-150,100,0,0,-50
2073,2073,10/28/2007,2007,8,CHI,DET,CHI,-6.0,45.5,,45.0,5.0,51.0,7.0,16.0,False,False,23.0,-22.5,22.5,3.0,2007-10-28,10/28/2007,6,47.5,43.5,-150,100,0,0,-50
2074,2074,10/28/2007,2007,8,CIN,PIT,PIT,-4.0,48.5,,49.0,9.0,64.0,13.0,24.0,False,False,37.0,-11.5,11.5,-7.0,2007-10-28,10/28/2007,6,50.5,46.5,-150,100,0,0,-50
2075,2075,10/28/2007,2007,8,MIA,NYG,NYG,-10.0,48.0,,57.0,15.0,91.0,10.0,13.0,True,False,23.0,-25.0,25.0,7.0,2007-10-28,10/28/2007,6,50.0,46.0,-150,100,0,0,-50
2076,2076,10/28/2007,2007,8,MIN,PHI,PHI,-1.0,37.5,DOME,72.0,0.0,,16.0,23.0,False,False,39.0,1.5,1.5,-6.0,2007-10-28,10/28/2007,6,39.5,35.5,100,100,0,0,200
2077,2077,10/28/2007,2007,8,NE,WAS,NE,-14.5,46.5,,57.0,16.0,52.0,52.0,7.0,False,False,59.0,12.5,12.5,30.5,2007-10-28,10/28/2007,6,48.5,44.5,100,-150,0,0,-50
2078,2078,10/28/2007,2007,8,NYJ,BUF,NYJ,-3.0,38.5,,57.0,18.0,47.0,3.0,13.0,False,False,16.0,-22.5,22.5,7.0,2007-10-28,10/28/2007,6,40.5,36.5,-150,100,0,0,-50
2079,2079,10/28/2007,2007,8,SF,NO,NO,-1.5,40.0,,59.0,9.0,74.0,10.0,31.0,False,False,41.0,1.0,1.0,-19.5,2007-10-28,10/28/2007,6,42.0,38.0,100,100,0,0,200
2080,2080,10/28/2007,2007,8,TB,JAX,TB,-3.5,32.0,,76.0,12.0,74.0,23.0,24.0,False,False,47.0,15.0,15.0,-2.5,2007-10-28,10/28/2007,6,34.0,30.0,100,-150,0,0,-50
2081,2081,10/28/2007,2007,8,TEN,OAK,TEN,-7.0,39.0,,57.0,11.0,65.0,13.0,9.0,False,False,22.0,-17.0,17.0,-3.0,2007-10-28,10/28/2007,6,41.0,37.0,-150,100,0,0,-50
2082,2082,10/29/2007,2007,8,DEN,GB,DEN,-3.0,43.5,,55.0,10.0,32.0,13.0,19.0,False,False,32.0,-11.5,11.5,3.0,2007-10-29,10/29/2007,0,45.5,41.5,-150,100,0,0,-50
2083,2083,11/4/2007,2007,9,ATL,SF,ATL,-3.5,37.0,DOME,72.0,0.0,,20.0,16.0,False,False,36.0,-1.0,1.0,0.5,2007-11-04,11/4/2007,6,39.0,35.0,100,100,0,0,200
2084,2084,11/4/2007,2007,9,BUF,CIN,CIN,-1.0,44.0,,45.0,10.0,65.0,33.0,21.0,False,False,54.0,10.0,10.0,-11.0,2007-11-04,11/4/2007,6,46.0,42.0,100,-150,0,0,-50
2085,2085,11/4/2007,2007,9,CLE,SEA,CLE,-1.5,47.0,,41.0,7.0,62.0,33.0,30.0,False,False,63.0,16.0,16.0,1.5,2007-11-04,11/4/2007,6,49.0,45.0,100,-150,0,0,-50
2086,2086,11/4/2007,2007,9,DET,DEN,DET,-3.0,46.5,DOME,72.0,0.0,,44.0,7.0,False,False,51.0,4.5,4.5,34.0,2007-11-04,11/4/2007,6,48.5,44.5,100,-150,0,0,-50
2087,2087,11/4/2007,2007,9,IND,NE,NE,-5.0,56.5,DOME,72.0,0.0,,20.0,24.0,False,False,44.0,-12.5,12.5,1.0,2007-11-04,11/4/2007,6,58.5,54.5,-150,100,0,0,-50
2088,2088,11/4/2007,2007,9,KC,GB,KC,-2.5,37.5,,50.0,10.0,45.0,22.0,33.0,False,False,55.0,17.5,17.5,8.5,2007-11-04,11/4/2007,6,39.5,35.5,100,-150,0,0,-50
2089,2089,11/4/2007,2007,9,MIN,,LAC,-7.0,42.0,,72.0,0.0,,35.0,17.0,False,False,52.0,10.0,10.0,-11.0,2007-11-04,11/4/2007,6,44.0,40.0,100,-150,0,0,-50
2090,2090,11/4/2007,2007,9,NO,JAX,NO,-3.0,40.0,DOME,72.0,0.0,,41.0,24.0,False,False,65.0,25.0,25.0,14.0,2007-11-04,11/4/2007,6,42.0,38.0,100,-150,0,0,-50
2091,2091,11/4/2007,2007,9,NYJ,WAS,WAS,-3.5,36.0,,52.0,14.0,43.0,20.0,23.0,False,False,43.0,7.0,7.0,0.5,2007-11-04,11/4/2007,6,38.0,34.0,100,-150,0,0,-50
2092,2092,11/4/2007,2007,9,OAK,HOU,OAK,-3.0,41.0,,59.0,5.0,57.0,17.0,24.0,False,False,41.0,0.0,0.0,4.0,2007-11-04,11/4/2007,6,43.0,39.0,100,100,0,0,200
2093,2093,11/4/2007,2007,9,PHI,DAL,DAL,-3.0,46.5,,49.0,10.0,47.0,17.0,38.0,False,False,55.0,8.5,8.5,-18.0,2007-11-04,11/4/2007,6,48.5,44.5,100,-150,0,0,-50
2094,2094,11/4/2007,2007,9,TB,ARI,TB,-3.5,39.0,,67.0,6.0,59.0,17.0,10.0,False,False,27.0,-12.0,12.0,3.5,2007-11-04,11/4/2007,6,41.0,37.0,-150,100,0,0,-50
2095,2095,11/4/2007,2007,9,TEN,CAR,TEN,-5.5,35.5,,50.0,8.0,52.0,20.0,7.0,False,False,27.0,-8.5,8.5,7.5,2007-11-04,11/4/2007,6,37.5,33.5,-150,100,0,0,-50
2096,2096,11/5/2007,2007,9,PIT,BAL,PIT,-9.5,36.0,,44.0,7.0,59.0,38.0,7.0,False,False,45.0,9.0,9.0,21.5,2007-11-05,11/5/2007,0,38.0,34.0,100,-150,0,0,-50
2097,2097,11/11/2007,2007,10,ARI,DET,ARI,-2.0,45.0,DOME,72.0,0.0,,31.0,21.0,False,False,52.0,7.0,7.0,8.0,2007-11-11,11/11/2007,6,47.0,43.0,100,-150,0,0,-50
2098,2098,11/11/2007,2007,10,BAL,CIN,BAL,-3.0,44.5,,42.0,4.0,63.0,7.0,21.0,False,False,28.0,-16.5,16.5,11.0,2007-11-11,11/11/2007,6,46.5,42.5,-150,100,0,0,-50
2099,2099,11/11/2007,2007,10,CAR,ATL,CAR,-4.0,35.5,,44.0,5.0,56.0,13.0,20.0,False,False,33.0,-2.5,2.5,3.0,2007-11-11,11/11/2007,6,37.5,33.5,-150,100,0,0,-50
2100,2100,11/11/2007,2007,10,GB,MIN,GB,-6.0,40.5,,47.0,12.0,70.0,34.0,0.0,False,False,34.0,-6.5,6.5,28.0,2007-11-11,11/11/2007,6,42.5,38.5,-150,100,0,0,-50
2101,2101,11/11/2007,2007,10,KC,DEN,KC,-2.5,37.0,,64.0,17.0,74.0,11.0,27.0,False,False,38.0,1.0,1.0,13.5,2007-11-11,11/11/2007,6,39.0,35.0,100,100,0,0,200
2102,2102,11/11/2007,2007,10,MIA,BUF,BUF,-2.5,40.5,,72.0,8.0,52.0,10.0,13.0,False,False,23.0,-17.5,17.5,-0.5,2007-11-11,11/11/2007,6,42.5,38.5,-150,100,0,0,-50
2103,2103,11/11/2007,2007,10,NO,,NO,-10.5,47.0,DOME,72.0,0.0,,29.0,37.0,False,False,66.0,19.0,19.0,-2.5,2007-11-11,11/11/2007,6,49.0,45.0,100,-150,0,0,-50
2104,2104,11/11/2007,2007,10,NYG,DAL,DAL,-1.5,48.0,,40.0,12.0,52.0,20.0,31.0,False,False,51.0,3.0,3.0,-9.5,2007-11-11,11/11/2007,6,50.0,46.0,100,-150,0,0,-50
2105,2105,11/11/2007,2007,10,OAK,CHI,CHI,-3.5,38.0,,58.0,11.0,86.0,6.0,17.0,False,False,23.0,-15.0,15.0,-7.5,2007-11-11,11/11/2007,6,40.0,36.0,-150,100,0,0,-50
2106,2106,11/11/2007,2007,10,PIT,CLE,PIT,-9.5,47.5,,36.0,5.0,84.0,31.0,28.0,False,False,59.0,11.5,11.5,-6.5,2007-11-11,11/11/2007,6,49.5,45.5,100,-150,0,0,-50
2107,2107,11/11/2007,2007,10,TEN,JAX,TEN,-3.5,36.0,,48.0,8.0,55.0,13.0,28.0,False,False,41.0,5.0,5.0,11.5,2007-11-11,11/11/2007,6,38.0,34.0,100,-150,0,0,-50
2108,2108,11/11/2007,2007,10,WAS,PHI,WAS,-2.5,37.5,,44.0,7.0,62.0,25.0,33.0,False,False,58.0,20.5,20.5,5.5,2007-11-11,11/11/2007,6,39.5,35.5,100,-150,0,0,-50
2109,2109,11/12/2007,2007,10,SEA,SF,SEA,-9.0,37.5,,48.0,20.0,71.0,24.0,0.0,False,False,24.0,-13.5,13.5,15.0,2007-11-12,11/12/2007,0,39.5,35.5,-150,100,0,0,-50
2110,2110,11/18/2007,2007,11,ATL,TB,TB,-3.0,35.5,DOME,72.0,0.0,,7.0,31.0,False,False,38.0,2.5,2.5,-21.0,2007-11-18,11/18/2007,6,37.5,33.5,100,-150,0,0,-50
2111,2111,11/18/2007,2007,11,BAL,CLE,CLE,-2.0,44.0,,45.0,9.0,71.0,30.0,33.0,False,False,63.0,19.0,19.0,-1.0,2007-11-18,11/18/2007,6,46.0,42.0,100,-150,0,0,-50
2112,2112,11/18/2007,2007,11,BUF,NE,NE,-16.0,46.5,,34.0,10.0,73.0,10.0,56.0,False,False,66.0,19.5,19.5,-30.0,2007-11-18,11/18/2007,6,48.5,44.5,100,-150,0,0,-50
2113,2113,11/18/2007,2007,11,CIN,ARI,CIN,-3.5,49.5,,42.0,7.0,75.0,27.0,35.0,False,False,62.0,12.5,12.5,4.5,2007-11-18,11/18/2007,6,51.5,47.5,100,-150,0,0,-50
2114,2114,11/18/2007,2007,11,DAL,WAS,DAL,-11.0,47.0,,69.0,8.0,70.0,28.0,23.0,False,False,51.0,4.0,4.0,-6.0,2007-11-18,11/18/2007,6,49.0,45.0,100,-150,0,0,-50
2115,2115,11/18/2007,2007,11,DET,NYG,NYG,-2.5,48.0,DOME,72.0,0.0,,10.0,16.0,False,False,26.0,-22.0,22.0,-3.5,2007-11-18,11/18/2007,6,50.0,46.0,-150,100,0,0,-50
2116,2116,11/18/2007,2007,11,GB,CAR,GB,-10.0,37.5,,33.0,10.0,60.0,31.0,17.0,False,False,48.0,10.5,10.5,4.0,2007-11-18,11/18/2007,6,39.5,35.5,100,-150,0,0,-50
2117,2117,11/18/2007,2007,11,HOU,NO,HOU,-1.0,50.5,DOME,72.0,0.0,,23.0,10.0,False,False,33.0,-17.5,17.5,12.0,2007-11-18,11/18/2007,6,52.5,48.5,-150,100,0,0,-50
2118,2118,11/18/2007,2007,11,IND,KC,IND,-14.5,41.5,DOME,72.0,0.0,,13.0,10.0,False,False,23.0,-18.5,18.5,-11.5,2007-11-18,11/18/2007,6,43.5,39.5,-150,100,0,0,-50
2119,2119,11/18/2007,2007,11,JAX,,JAX,-3.0,40.5,,56.0,4.0,72.0,24.0,17.0,False,False,41.0,0.5,0.5,4.0,2007-11-18,11/18/2007,6,42.5,38.5,100,100,0,0,200
2120,2120,11/18/2007,2007,11,MIN,OAK,MIN,-4.5,35.5,DOME,72.0,0.0,,29.0,22.0,False,False,51.0,15.5,15.5,2.5,2007-11-18,11/18/2007,6,37.5,33.5,100,-150,0,0,-50
2121,2121,11/18/2007,2007,11,NYJ,PIT,PIT,-9.5,40.5,,44.0,12.0,52.0,19.0,16.0,False,False,35.0,-5.5,5.5,6.5,2007-11-18,11/18/2007,6,42.5,38.5,-150,100,0,0,-50
2122,2122,11/18/2007,2007,11,PHI,MIA,PHI,-9.5,40.0,,42.0,11.0,69.0,17.0,7.0,False,False,24.0,-16.0,16.0,0.5,2007-11-18,11/18/2007,6,42.0,38.0,-150,100,0,0,-50
2123,2123,11/18/2007,2007,11,SF,,LAR,-3.0,39.5,,54.0,9.0,93.0,9.0,13.0,False,False,22.0,-17.5,17.5,-1.0,2007-11-18,11/18/2007,6,41.5,37.5,-150,100,0,0,-50
2124,2124,11/18/2007,2007,11,SEA,CHI,SEA,-5.5,37.5,,45.0,12.0,81.0,30.0,23.0,False,False,53.0,15.5,15.5,1.5,2007-11-18,11/18/2007,6,39.5,35.5,100,-150,0,0,-50
2125,2125,11/19/2007,2007,11,DEN,TEN,PICK,0.0,38.5,,61.0,15.0,19.0,34.0,20.0,False,False,54.0,15.5,15.5,-14.0,2007-11-19,11/19/2007,0,40.5,36.5,100,-150,0,0,-50
2126,2126,11/22/2007,2007,12,ATL,IND,IND,-14.0,42.5,DOME,72.0,0.0,,13.0,31.0,False,False,44.0,1.5,1.5,-4.0,2007-11-22,11/22/2007,3,44.5,40.5,100,100,0,0,200
2127,2127,11/22/2007,2007,12,DAL,NYJ,DAL,-14.5,47.5,,43.0,18.0,52.0,34.0,3.0,False,False,37.0,-10.5,10.5,16.5,2007-11-22,11/22/2007,3,49.5,45.5,-150,100,0,0,-50
2128,2128,11/22/2007,2007,12,DET,GB,GB,-3.0,47.0,DOME,72.0,0.0,,26.0,37.0,False,False,63.0,16.0,16.0,-8.0,2007-11-22,11/22/2007,3,49.0,45.0,100,-150,0,0,-50
2129,2129,11/25/2007,2007,12,ARI,SF,ARI,-10.5,38.0,DOME,72.0,0.0,,31.0,37.0,False,False,68.0,30.0,30.0,-4.5,2007-11-25,11/25/2007,6,40.0,36.0,100,-150,0,0,-50
2130,2130,11/25/2007,2007,12,CAR,NO,NO,-3.0,42.0,,44.0,6.0,46.0,6.0,31.0,False,False,37.0,-5.0,5.0,-22.0,2007-11-25,11/25/2007,6,44.0,40.0,-150,100,0,0,-50
2131,2131,11/25/2007,2007,12,CHI,DEN,CHI,-1.0,41.5,,32.0,11.0,75.0,37.0,34.0,False,False,71.0,29.5,29.5,2.0,2007-11-25,11/25/2007,6,43.5,39.5,100,-150,0,0,-50
2132,2132,11/25/2007,2007,12,CIN,TEN,TEN,-1.0,47.0,,33.0,4.0,82.0,35.0,6.0,False,False,41.0,-6.0,6.0,-28.0,2007-11-25,11/25/2007,6,49.0,45.0,-150,100,0,0,-50
2133,2133,11/25/2007,2007,12,CLE,HOU,CLE,-3.0,52.0,,32.0,8.0,64.0,27.0,17.0,False,False,44.0,-8.0,8.0,7.0,2007-11-25,11/25/2007,6,54.0,50.0,-150,100,0,0,-50
2134,2134,11/25/2007,2007,12,JAX,BUF,JAX,-9.0,37.0,,60.0,12.0,89.0,36.0,14.0,False,False,50.0,13.0,13.0,13.0,2007-11-25,11/25/2007,6,39.0,35.0,100,-150,0,0,-50
