,Unnamed: 0,schedule_date,schedule_season,schedule_week,team_home,team_away,team_favorite_id,spread_favorite,over_under_line,weather_detail,weather_temperature,weather_wind_mph,weather_humidity,score_home,score_away,stadium_neutral,schedule_playoff,total,oudiff,oudiff_abs,spread_dist,dates,dateofgame,dayofweek,total_upper2,total_lower2,ouopp_o2,ouopp_u2,tie_ou,tie_ou2,result_total_plus_minus_two
1194,1194,12/21/2003,2003,16,JAX,NO,JAX,-3.0,42.0,,46.0,10.0,49.0,20.0,19.0,False,False,39.0,-3.0,3.0,-2.0,2003-12-21,12/21/2003,6,44.0,40.0,-150,100,0,0,-50
1195,1195,12/21/2003,2003,16,PHI,SF,PHI,-7.0,44.0,,32.0,14.0,52.0,28.0,31.0,False,False,59.0,15.0,15.0,-4.0,2003-12-21,12/21/2003,6,46.0,42.0,100,-150,0,0,-50
1196,1196,12/21/2003,2003,16,PIT,,PIT,-6.5,42.0,,24.0,10.0,73.0,40.0,24.0,False,False,64.0,22.0,22.0,9.5,2003-12-21,12/21/2003,6,44.0,40.0,100,-150,0,0,-50
1197,1197,12/21/2003,2003,16,SEA,ARI,SEA,-15.5,44.5,,46.0,6.0,94.0,28.0,10.0,False,False,38.0,-6.5,6.5,2.5,2003-12-21,12/21/2003,6,46.5,42.5,-150,100,0,0,-50
1198,1198,12/22/2003,2003,16,OAK,GB,GB,-5.5,44.0,,51.0,8.0,87.0,7.0,41.0,False,False,48.0,4.0,4.0,-28.5,2003-12-22,12/22/2003,0,46.0,42.0,100,-150,0,0,-50
1199,1199,12/27/2003,2003,17,NE,BUF,NE,-9.5,34.5,,40.0,14.0,46.0,31.0,0.0,False,False,31.0,-3.5,3.5,21.5,2003-12-27,12/27/2003,5,36.5,32.5,-150,100,0,0,-50
1200,1200,12/27/2003,2003,17,SF,SEA,SF,-2.5,46.5,,44.0,6.0,79.0,17.0,24.0,False,False,41.0,-5.5,5.5,4.5,2003-12-27,12/27/2003,5,48.5,44.5,-150,100,0,0,-50
1201,1201,12/27/2003,2003,17,WAS,PHI,PHI,-9.0,42.0,,43.0,11.0,40.0,7.0,31.0,False,False,38.0,-4.0,4.0,-15.0,2003-12-27,12/27/2003,5,44.0,40.0,-150,100,0,0,-50
1202,1202,12/28/2003,2003,17,ARI,MIN,MIN,-7.5,45.5,,43.0,9.0,24.0,18.0,17.0,False,False,35.0,-10.5,10.5,6.5,2003-12-28,12/28/2003,6,47.5,43.5,-150,100,0,0,-50
1203,1203,12/28/2003,2003,17,ATL,JAX,ATL,-2.5,44.0,DOME,72.0,0.0,,21.0,14.0,False,False,35.0,-9.0,9.0,4.5,2003-12-28,12/28/2003,6,46.0,42.0,-150,100,0,0,-50
1204,1204,12/28/2003,2003,17,BAL,PIT,BAL,-6.0,37.5,,36.0,4.0,65.0,13.0,10.0,False,False,23.0,-14.5,14.5,-3.0,2003-12-28,12/28/2003,6,39.5,35.5,-150,100,0,0,-50
1205,1205,12/28/2003,2003,17,CIN,CLE,CIN,-8.5,42.0,,45.0,12.0,43.0,14.0,22.0,False,False,36.0,-6.0,6.0,-0.5,2003-12-28,12/28/2003,6,44.0,40.0,-150,100,0,0,-50
1206,1206,12/28/2003,2003,17,DET,,LAR,-12.0,45.0,DOME,72.0,0.0,,30.0,20.0,False,False,50.0,5.0,5.0,2.0,2003-12-28,12/28/2003,6,47.0,43.0,100,-150,0,0,-50
1207,1207,12/28/2003,2003,17,GB,DEN,GB,-10.0,41.5,,42.0,15.0,87.0,31.0,3.0,False,False,34.0,-7.5,7.5,18.0,2003-12-28,12/28/2003,6,43.5,39.5,-150,100,0,0,-50
1208,1208,12/28/2003,2003,17,HOU,IND,IND,-9.0,46.5,DOME,72.0,0.0,,17.0,20.0,False,False,37.0,-9.5,9.5,6.0,2003-12-28,12/28/2003,6,48.5,44.5,-150,100,0,0,-50
1209,1209,12/28/2003,2003,17,KC,CHI,KC,-7.5,43.5,,44.0,12.0,70.0,31.0,3.0,False,False,34.0,-9.5,9.5,20.5,2003-12-28,12/28/2003,6,45.5,41.5,-150,100,0,0,-50
1210,1210,12/28/2003,2003,17,MIA,NYJ,MIA,-3.5,37.5,,68.0,10.0,68.0,23.0,21.0,False,False,44.0,6.5,6.5,-1.5,2003-12-28,12/28/2003,6,39.5,35.5,100,-150,0,0,-50
1211,1211,12/28/2003,2003,17,NO,DAL,DAL,-1.0,38.0,DOME,72.0,0.0,,13.0,7.0,False,False,20.0,-18.0,18.0,-5.0,2003-12-28,12/28/2003,6,40.0,36.0,-150,100,0,0,-50
1212,1212,12/28/2003,2003,17,NYG,CAR,CAR,-4.5,34.5,,42.0,7.0,47.0,24.0,37.0,False,False,61.0,26.5,26.5,-8.5,2003-12-28,12/28/2003,6,36.5,32.5,100,-150,0,0,-50
1213,1213,12/28/2003,2003,17,TEN,TB,TEN,-4.0,39.0,,46.0,10.0,47.0,33.0,13.0,False,False,46.0,7.0,7.0,16.0,2003-12-28,12/28/2003,6,41.0,37.0,100,-150,0,0,-50
1214,1214,1/3/2004,2003,18,BAL,TEN,TEN,-1.0,38.0,,,,,17.0,20.0,False,True,37.0,-1.0,1.0,-2.0,2004-01-03,1/3/2004,5,40.0,36.0,100,100,0,0,200
1215,1215,1/3/2004,2003,18,CAR,DAL,CAR,-3.0,34.0,,,,,29.0,10.0,False,True,39.0,5.0,5.0,16.0,2004-01-03,1/3/2004,5,36.0,32.0,100,-150,0,0,-50
1216,1216,1/4/2004,2003,18,GB,SEA,GB,-7.5,43.5,,,,,33.0,27.0,False,True,60.0,16.5,16.5,-1.5,2004-01-04,1/4/2004,6,45.5,41.5,100,-150,0,0,-50
1217,1217,1/4/2004,2003,18,IND,DEN,IND,-3.0,49.0,,,,,41.0,10.0,False,True,51.0,2.0,2.0,28.0,2004-01-04,1/4/2004,6,51.0,47.0,100,-150,0,150,100
1218,1218,1/10/2004,2003,19,NE,TEN,NE,-6.0,34.0,,,,,17.0,14.0,False,True,31.0,-3.0,3.0,-3.0,2004-01-10,1/10/2004,5,36.0,32.0,-150,100,0,0,-50
1219,1219,1/11/2004,2003,19,KC,IND,KC,-3.0,53.0,,,,,31.0,38.0,False,True,69.0,16.0,16.0,4.0,2004-01-11,1/11/2004,6,55.0,51.0,100,-150,0,0,-50
1220,1220,1/11/2004,2003,19,PHI,GB,PHI,-4.0,43.0,,,,,20.0,17.0,False,True,37.0,-6.0,6.0,-1.0,2004-01-11,1/11/2004,6,45.0,41.0,-150,100,0,0,-50
1221,1221,1/18/2004,2003,20,NE,IND,NE,-3.5,42.0,,,,,24.0,14.0,False,True,38.0,-4.0,4.0,6.5,2004-01-18,1/18/2004,6,44.0,40.0,-150,100,0,0,-50
1222,1222,1/18/2004,2003,20,PHI,CAR,PHI,-4.0,36.5,,,,,3.0,14.0,False,True,17.0,-19.5,19.5,7.0,2004-01-18,1/18/2004,6,38.5,34.5,-150,100,0,0,-50
1223,1223,2/1/2004,2003,21,NE,CAR,NE,-7.0,37.5,,,,,32.0,29.0,True,True,61.0,23.5,23.5,-4.0,2004-02-01,2/1/2004,6,39.5,35.5,100,-150,0,0,-50
1224,1224,9/9/2004,2004,1,NE,IND,NE,-3.0,44.5,,71.0,14.0,90.0,27.0,24.0,False,False,51.0,6.5,6.5,0.0,2004-09-09,9/9/2004,3,46.5,42.5,100,-150,0,0,-50
1225,1225,9/11/2004,2004,1,MIA,TEN,TEN,-3.0,38.0,,84.0,14.0,73.0,7.0,17.0,False,False,24.0,-14.0,14.0,-7.0,2004-09-11,9/11/2004,5,40.0,36.0,-150,100,0,0,-50
1226,1226,9/12/2004,2004,1,BUF,JAX,BUF,-3.0,35.0,,66.0,9.0,80.0,10.0,13.0,False,False,23.0,-12.0,12.0,0.0,2004-09-12,9/12/2004,6,37.0,33.0,-150,100,0,0,-50
1227,1227,9/12/2004,2004,1,CHI,DET,CHI,-1.5,38.5,,71.0,6.0,63.0,16.0,20.0,False,False,36.0,-2.5,2.5,2.5,2004-09-12,9/12/2004,6,40.5,36.5,-150,100,0,0,-50
1228,1228,9/12/2004,2004,1,CLE,BAL,BAL,-3.5,37.0,,66.0,5.0,69.0,20.0,3.0,False,False,23.0,-14.0,14.0,-13.5,2004-09-12,9/12/2004,6,39.0,35.0,-150,100,0,0,-50
1229,1229,9/12/2004,2004,1,DEN,KC,DEN,-3.0,48.5,,72.0,14.0,29.0,34.0,24.0,False,False,58.0,9.5,9.5,7.0,2004-09-12,9/12/2004,6,50.5,46.5,100,-150,0,0,-50
1230,1230,9/12/2004,2004,1,HOU,,HOU,-4.5,44.0,,72.0,0.0,,20.0,27.0,False,False,47.0,3.0,3.0,2.5,2004-09-12,9/12/2004,6,46.0,42.0,100,-150,0,0,-50
1231,1231,9/12/2004,2004,1,MIN,DAL,MIN,-6.5,44.0,DOME,72.0,0.0,,35.0,17.0,False,False,52.0,8.0,8.0,11.5,2004-09-12,9/12/2004,6,46.0,42.0,100,-150,0,0,-50
1232,1232,9/12/2004,2004,1,NO,SEA,SEA,-2.5,45.0,DOME,72.0,0.0,,7.0,21.0,False,False,28.0,-17.0,17.0,-11.5,2004-09-12,9/12/2004,6,47.0,43.0,-150,100,0,0,-50
1233,1233,9/12/2004,2004,1,NYJ,CIN,NYJ,-5.5,42.0,,70.0,6.0,62.0,31.0,24.0,False,False,55.0,13.0,13.0,1.5,2004-09-12,9/12/2004,6,44.0,40.0,100,-150,0,0,-50
1234,1234,9/12/2004,2004,1,PHI,NYG,PHI,-9.5,41.5,,68.0,6.0,66.0,31.0,17.0,False,False,48.0,6.5,6.5,4.5,2004-09-12,9/12/2004,6,43.5,39.5,100,-150,0,0,-50
1235,1235,9/12/2004,2004,1,PIT,OAK,PIT,-3.5,41.5,,66.0,3.0,72.0,24.0,21.0,False,False,45.0,3.5,3.5,-0.5,2004-09-12,9/12/2004,6,43.5,39.5,100,-150,0,0,-50
1236,1236,9/12/2004,2004,1,SF,ATL,ATL,-3.0,44.5,,65.0,21.0,81.0,19.0,21.0,False,False,40.0,-4.5,4.5,1.0,2004-09-12,9/12/2004,6,46.5,42.5,-150,100,0,0,-50
1237,1237,9/12/2004,2004,1,WAS,TB,WAS,-2.5,38.5,,72.0,6.0,72.0,16.0,10.0,False,False,26.0,-12.5,12.5,3.5,2004-09-12,9/12/2004,6,40.5,36.5,-150,100,0,0,-50
1238,1238,9/13/2004,2004,1,CAR,GB,CAR,-3.0,43.5,,71.0,7.0,72.0,14.0,24.0,False,False,38.0,-5.5,5.5,7.0,2004-09-13,9/13/2004,0,45.5,41.5,-150,100,0,0,-50
1239,1239,9/19/2004,2004,2,ARI,NE,NE,-8.0,41.5,,78.0,14.0,70.0,12.0,23.0,False,False,35.0,-6.5,6.5,-3.0,2004-09-19,9/19/2004,6,43.5,39.5,-150,100,0,0,-50
1240,1240,9/19/2004,2004,2,ATL,,ATL,-2.0,46.0,DOME,72.0,0.0,,34.0,17.0,False,False,51.0,5.0,5.0,15.0,2004-09-19,9/19/2004,6,48.0,44.0,100,-150,0,0,-50
1241,1241,9/19/2004,2004,2,BAL,PIT,BAL,-4.0,35.5,,60.0,11.0,54.0,30.0,13.0,False,False,43.0,7.5,7.5,13.0,2004-09-19,9/19/2004,6,37.5,33.5,100,-150,0,0,-50
1242,1242,9/19/2004,2004,2,CIN,MIA,CIN,-5.5,40.0,,64.0,11.0,49.0,16.0,13.0,False,False,29.0,-11.0,11.0,-2.5,2004-09-19,9/19/2004,6,42.0,38.0,-150,100,0,0,-50
1243,1243,9/19/2004,2004,2,DAL,CLE,DAL,-4.5,38.0,,83.0,10.0,47.0,19.0,12.0,False,False,31.0,-7.0,7.0,2.5,2004-09-19,9/19/2004,6,40.0,36.0,-150,100,0,0,-50
1244,1244,9/19/2004,2004,2,DET,HOU,DET,-3.0,43.5,DOME,72.0,0.0,,28.0,16.0,False,False,44.0,0.5,0.5,9.0,2004-09-19,9/19/2004,6,45.5,41.5,100,100,0,0,200
1245,1245,9/19/2004,2004,2,GB,CHI,GB,-9.0,41.0,,65.0,11.0,62.0,10.0,21.0,False,False,31.0,-10.0,10.0,2.0,2004-09-19,9/19/2004,6,43.0,39.0,-150,100,0,0,-50
1246,1246,9/19/2004,2004,2,JAX,DEN,DEN,-3.0,38.0,,79.0,14.0,69.0,7.0,6.0,False,False,13.0,-25.0,25.0,2.0,2004-09-19,9/19/2004,6,40.0,36.0,-150,100,0,0,-50
1247,1247,9/19/2004,2004,2,KC,CAR,KC,-7.0,46.0,,74.0,13.0,73.0,17.0,28.0,False,False,45.0,-1.0,1.0,4.0,2004-09-19,9/19/2004,6,48.0,44.0,100,100,0,0,200
1248,1248,9/19/2004,2004,2,NO,SF,NO,-7.5,42.0,DOME,72.0,0.0,,30.0,27.0,False,False,57.0,15.0,15.0,-4.5,2004-09-19,9/19/2004,6,44.0,40.0,100,-150,0,0,-50
1249,1249,9/19/2004,2004,2,NYG,WAS,WAS,-3.0,40.0,,58.0,19.0,61.0,20.0,14.0,False,False,34.0,-6.0,6.0,-3.0,2004-09-19,9/19/2004,6,42.0,38.0,-150,100,0,0,-50
1250,1250,9/19/2004,2004,2,OAK,BUF,OAK,-3.5,37.5,,60.0,19.0,72.0,13.0,10.0,False,False,23.0,-14.5,14.5,-0.5,2004-09-19,9/19/2004,6,39.5,35.5,-150,100,0,0,-50
1251,1251,9/19/2004,2004,2,TB,SEA,SEA,-3.0,37.0,,80.0,6.0,70.0,6.0,10.0,False,False,16.0,-21.0,21.0,-1.0,2004-09-19,9/19/2004,6,39.0,35.0,-150,100,0,0,-50
1252,1252,9/19/2004,2004,2,TEN,IND,IND,-1.5,47.0,,67.0,10.0,55.0,17.0,31.0,False,False,48.0,1.0,1.0,-12.5,2004-09-19,9/19/2004,6,49.0,45.0,100,100,0,0,200
1253,1253,9/20/2004,2004,2,PHI,MIN,PHI,-3.0,51.0,,61.0,12.0,52.0,27.0,16.0,False,False,43.0,-8.0,8.0,8.0,2004-09-20,9/20/2004,0,53.0,49.0,-150,100,0,0,-50
1254,1254,9/26/2004,2004,3,ATL,ARI,ATL,-11.0,44.0,DOME,72.0,0.0,,6.0,3.0,False,False,9.0,-35.0,35.0,-8.0,2004-09-26,9/26/2004,6,46.0,42.0,-150,100,0,0,-50
1255,1255,9/26/2004,2004,3,CIN,BAL,BAL,-1.5,35.0,,64.0,8.0,62.0,9.0,23.0,False,False,32.0,-3.0,3.0,-12.5,2004-09-26,9/26/2004,6,37.0,33.0,-150,100,0,0,-50
1256,1256,9/26/2004,2004,3,DEN,,DEN,-9.5,46.0,,58.0,10.0,59.0,23.0,13.0,False,False,36.0,-10.0,10.0,0.5,2004-09-26,9/26/2004,6,48.0,44.0,-150,100,0,0,-50
1257,1257,9/26/2004,2004,3,DET,PHI,PHI,-4.5,44.0,DOME,72.0,0.0,,13.0,30.0,False,False,43.0,-1.0,1.0,-12.5,2004-09-26,9/26/2004,6,46.0,42.0,100,100,0,0,200
1258,1258,9/26/2004,2004,3,IND,GB,IND,-6.0,50.0,DOME,72.0,0.0,,45.0,31.0,False,False,76.0,26.0,26.0,8.0,2004-09-26,9/26/2004,6,52.0,48.0,100,-150,0,0,-50
1259,1259,9/26/2004,2004,3,KC,HOU,KC,-7.5,48.0,,66.0,6.0,70.0,21.0,24.0,False,False,45.0,-3.0,3.0,-4.5,2004-09-26,9/26/2004,6,50.0,46.0,-150,100,0,0,-50
1260,1260,9/26/2004,2004,3,MIA,PIT,MIA,-2.5,31.0,,80.0,21.0,84.0,3.0,13.0,False,False,16.0,-15.0,15.0,7.5,2004-09-26,9/26/2004,6,33.0,29.0,-150,100,0,0,-50
1261,1261,9/26/2004,2004,3,MIN,CHI,MIN,-12.0,45.0,DOME,72.0,0.0,,27.0,22.0,False,False,49.0,4.0,4.0,-7.0,2004-09-26,9/26/2004,6,47.0,43.0,100,-150,0,0,-50
1262,1262,9/26/2004,2004,3,NYG,CLE,NYG,-3.0,38.0,,72.0,7.0,62.0,27.0,10.0,False,False,37.0,-1.0,1.0,14.0,2004-09-26,9/26/2004,6,40.0,36.0,100,100,0,0,200
1263,1263,9/26/2004,2004,3,OAK,TB,OAK,-3.0,35.5,,62.0,8.0,76.0,30.0,20.0,False,False,50.0,14.5,14.5,7.0,2004-09-26,9/26/2004,6,37.5,33.5,100,-150,0,0,-50
1264,1264,9/26/2004,2004,3,SEA,SF,SEA,-10.0,41.5,,55.0,3.0,91.0,34.0,0.0,False,False,34.0,-7.5,7.5,24.0,2004-09-26,9/26/2004,6,43.5,39.5,-150,100,0,0,-50
1265,1265,9/26/2004,2004,3,TEN,JAX,TEN,-6.0,34.5,,72.0,11.0,49.0,12.0,15.0,False,False,27.0,-7.5,7.5,-3.0,2004-09-26,9/26/2004,6,36.5,32.5,-150,100,0,0,-50
1266,1266,9/27/2004,2004,3,WAS,DAL,WAS,-1.5,35.5,,70.0,6.0,76.0,18.0,21.0,False,False,39.0,3.5,3.5,1.5,2004-09-27,9/27/2004,0,37.5,33.5,100,-150,0,0,-50
1267,1267,10/3/2004,2004,4,ARI,NO,NO,-3.5,40.0,,83.0,6.0,24.0,34.0,10.0,False,False,44.0,4.0,4.0,-20.5,2004-10-03,10/3/2004,6,42.0,38.0,100,-150,0,0,-50
1268,1268,10/3/2004,2004,4,BUF,NE,NE,-5.5,35.0,,50.0,10.0,72.0,17.0,31.0,False,False,48.0,13.0,13.0,-8.5,2004-10-03,10/3/2004,6,37.0,33.0,100,-150,0,0,-50
1269,1269,10/3/2004,2004,4,CAR,ATL,CAR,-3.5,39.0,,67.0,5.0,88.0,10.0,27.0,False,False,37.0,-2.0,2.0,13.5,2004-10-03,10/3/2004,6,41.0,37.0,-150,100,150,0,100
1270,1270,10/3/2004,2004,4,CHI,PHI,PHI,-8.5,40.5,,51.0,10.0,46.0,9.0,19.0,False,False,28.0,-12.5,12.5,-1.5,2004-10-03,10/3/2004,6,42.5,38.5,-150,100,0,0,-50
1271,1271,10/3/2004,2004,4,CLE,WAS,WAS,-2.5,36.0,,50.0,9.0,64.0,17.0,13.0,False,False,30.0,-6.0,6.0,-1.5,2004-10-03,10/3/2004,6,38.0,34.0,-150,100,0,0,-50
1272,1272,10/3/2004,2004,4,GB,NYG,GB,-7.0,44.0,,52.0,15.0,47.0,7.0,14.0,False,False,21.0,-23.0,23.0,0.0,2004-10-03,10/3/2004,6,46.0,42.0,-150,100,0,0,-50
1273,1273,10/3/2004,2004,4,HOU,OAK,OAK,-2.0,42.0,DOME,72.0,0.0,,30.0,17.0,False,False,47.0,5.0,5.0,-11.0,2004-10-03,10/3/2004,6,44.0,40.0,100,-150,0,0,-50
1274,1274,10/3/2004,2004,4,JAX,IND,IND,-4.0,42.0,,82.0,8.0,71.0,17.0,24.0,False,False,41.0,-1.0,1.0,-3.0,2004-10-03,10/3/2004,6,44.0,40.0,100,100,0,0,200
1275,1275,10/3/2004,2004,4,MIA,NYJ,NYJ,-5.5,36.0,,82.0,12.0,74.0,9.0,17.0,False,False,26.0,-10.0,10.0,-2.5,2004-10-03,10/3/2004,6,38.0,34.0,-150,100,0,0,-50
1276,1276,10/3/2004,2004,4,PIT,CIN,PIT,-4.0,39.5,,50.0,5.0,75.0,28.0,17.0,False,False,45.0,5.5,5.5,7.0,2004-10-03,10/3/2004,6,41.5,37.5,100,-150,0,0,-50
1277,1277,10/3/2004,2004,4,SF,,LAR,-4.0,44.0,,56.0,14.0,87.0,14.0,24.0,False,False,38.0,-6.0,6.0,-6.0,2004-10-03,10/3/2004,6,46.0,42.0,-150,100,0,0,-50
1278,1278,10/3/2004,2004,4,TB,DEN,DEN,-3.0,35.0,,80.0,5.0,70.0,13.0,16.0,False,False,29.0,-6.0,6.0,0.0,2004-10-03,10/3/2004,6,37.0,33.0,-150,100,0,0,-50
1279,1279,10/4/2004,2004,4,BAL,KC,BAL,-6.0,41.5,,62.0,4.0,70.0,24.0,27.0,False,False,51.0,9.5,9.5,-3.0,2004-10-04,10/4/2004,0,43.5,39.5,100,-150,0,0,-50
1280,1280,10/10/2004,2004,5,ATL,DET,ATL,-6.5,41.0,DOME,72.0,0.0,,10.0,17.0,False,False,27.0,-14.0,14.0,0.5,2004-10-10,10/10/2004,6,43.0,39.0,-150,100,0,0,-50
1281,1281,10/10/2004,2004,5,DAL,NYG,DAL,-3.5,38.5,,66.0,11.0,91.0,10.0,26.0,False,False,36.0,-2.5,2.5,12.5,2004-10-10,10/10/2004,6,40.5,36.5,-150,100,0,0,-50
1282,1282,10/10/2004,2004,5,DEN,CAR,DEN,-4.0,38.0,,55.0,12.0,38.0,20.0,17.0,False,False,37.0,-1.0,1.0,-1.0,2004-10-10,10/10/2004,6,40.0,36.0,100,100,0,0,200
1283,1283,10/10/2004,2004,5,HOU,MIN,MIN,-3.5,50.0,DOME,72.0,0.0,,28.0,34.0,False,False,62.0,12.0,12.0,-2.5,2004-10-10,10/10/2004,6,52.0,48.0,100,-150,0,0,-50
1284,1284,10/10/2004,2004,5,IND,OAK,IND,-8.5,52.0,DOME,72.0,0.0,,35.0,14.0,False,False,49.0,-3.0,3.0,12.5,2004-10-10,10/10/2004,6,54.0,50.0,-150,100,0,0,-50
1285,1285,10/10/2004,2004,5,NE,MIA,NE,-11.0,34.0,,62.0,11.0,68.0,24.0,10.0,False,False,34.0,0.0,0.0,3.0,2004-10-10,10/10/2004,6,36.0,32.0,100,100,0,0,200
1286,1286,10/10/2004,2004,5,NO,TB,NO,-3.0,38.5,DOME,72.0,0.0,,17.0,20.0,False,False,37.0,-1.5,1.5,0.0,2004-10-10,10/10/2004,6,40.5,36.5,100,100,0,0,200
1287,1287,10/10/2004,2004,5,NYJ,BUF,NYJ,-6.5,37.0,,64.0,13.0,66.0,16.0,14.0,False,False,30.0,-7.0,7.0,-4.5,2004-10-10,10/10/2004,6,39.0,35.0,-150,100,0,0,-50
1288,1288,10/10/2004,2004,5,PIT,CLE,PIT,-4.5,36.0,,53.0,9.0,81.0,34.0,23.0,False,False,57.0,21.0,21.0,6.5,2004-10-10,10/10/2004,6,38.0,34.0,100,-150,0,0,-50
1289,1289,10/10/2004,2004,5,SF,ARI,SF,-1.0,36.5,,62.0,14.0,59.0,31.0,28.0,False,False,59.0,22.5,22.5,2.0,2004-10-10,10/10/2004,6,38.5,34.5,100,-150,0,0,-50
1290,1290,10/10/2004,2004,5,SEA,,SEA,-8.0,44.0,,54.0,9.0,86.0,27.0,33.0,False,False,60.0,16.0,16.0,-2.0,2004-10-10,10/10/2004,6,46.0,42.0,100,-150,0,0,-50
1291,1291,10/10/2004,2004,5,WAS,BAL,PICK,0.0,34.0,,65.0,11.0,64.0,10.0,17.0,False,False,27.0,-7.0,7.0,-7.0,2004-10-10,10/10/2004,6,36.0,32.0,-150,100,0,0,-50
1292,1292,10/11/2004,2004,5,GB,TEN,GB,-3.0,44.0,,52.0,5.0,75.0,27.0,48.0,False,False,75.0,31.0,31.0,18.0,2004-10-11,10/11/2004,0,46.0,42.0,100,-150,0,0,-50
1293,1293,10/17/2004,2004,6,ATL,,ATL,-5.5,43.0,DOME,72.0,0.0,,21.0,20.0,False,False,41.0,-2.0,2.0,-4.5,2004-10-17,10/17/2004,6,45.0,41.0,-150,100,150,0,100
1294,1294,10/17/2004,2004,6,BUF,MIA,BUF,-4.5,30.0,,42.0,19.0,77.0,20.0,13.0,False,False,33.0,3.0,3.0,2.5,2004-10-17,10/17/2004,6,32.0,28.0,100,-150,0,0,-50
1295,1295,10/17/2004,2004,6,CHI,WAS,CHI,-1.5,33.5,,41.0,15.0,57.0,10.0,13.0,False,False,23.0,-10.5,10.5,1.5,2004-10-17,10/17/2004,6,35.5,31.5,-150,100,0,0,-50
1296,1296,10/17/2004,2004,6,CLE,CIN,CLE,-3.0,40.0,,43.0,18.0,64.0,34.0,17.0,False,False,51.0,11.0,11.0,14.0,2004-10-17,10/17/2004,6,42.0,38.0,100,-150,0,0,-50
1297,1297,10/17/2004,2004,6,DAL,PIT,DAL,-3.0,39.0,,69.0,12.0,68.0,20.0,24.0,False,False,44.0,5.0,5.0,1.0,2004-10-17,10/17/2004,6,41.0,37.0,100,-150,0,0,-50
1298,1298,10/17/2004,2004,6,DET,GB,DET,-3.0,45.0,DOME,72.0,0.0,,10.0,38.0,False,False,48.0,3.0,3.0,25.0,2004-10-17,10/17/2004,6,47.0,43.0,100,-150,0,0,-50
1299,1299,10/17/2004,2004,6,JAX,KC,KC,-2.5,44.0,,71.0,8.0,67.0,22.0,16.0,False,False,38.0,-6.0,6.0,-3.5,2004-10-17,10/17/2004,6,46.0,42.0,-150,100,0,0,-50
1300,1300,10/17/2004,2004,6,NE,SEA,NE,-3.5,42.0,,52.0,14.0,63.0,30.0,20.0,False,False,50.0,8.0,8.0,6.5,2004-10-17,10/17/2004,6,44.0,40.0,100,-150,0,0,-50
1301,1301,10/17/2004,2004,6,NO,MIN,MIN,-3.5,53.0,DOME,72.0,0.0,,31.0,38.0,False,False,69.0,16.0,16.0,-3.5,2004-10-17,10/17/2004,6,55.0,51.0,100,-150,0,0,-50
1302,1302,10/17/2004,2004,6,NYJ,SF,NYJ,-9.5,43.0,,51.0,17.0,55.0,22.0,14.0,False,False,36.0,-7.0,7.0,-1.5,2004-10-17,10/17/2004,6,45.0,41.0,-150,100,0,0,-50
1303,1303,10/17/2004,2004,6,OAK,DEN,DEN,-2.5,42.0,,62.0,11.0,82.0,3.0,31.0,False,False,34.0,-8.0,8.0,-25.5,2004-10-17,10/17/2004,6,44.0,40.0,-150,100,0,0,-50
1304,1304,10/17/2004,2004,6,PHI,CAR,PHI,-10.0,42.0,,51.0,18.0,55.0,30.0,8.0,False,False,38.0,-4.0,4.0,12.0,2004-10-17,10/17/2004,6,44.0,40.0,-150,100,0,0,-50
1305,1305,10/17/2004,2004,6,TEN,HOU,TEN,-5.5,46.0,,53.0,5.0,56.0,10.0,20.0,False,False,30.0,-16.0,16.0,4.5,2004-10-17,10/17/2004,6,48.0,44.0,-150,100,0,0,-50
1306,1306,10/24/2004,2004,7,ARI,SEA,SEA,-6.5,40.0,,67.0,6.0,42.0,25.0,17.0,False,False,42.0,2.0,2.0,-1.5,2004-10-24,10/24/2004,6,42.0,38.0,100,-150,0,150,100
1307,1307,10/24/2004,2004,7,BAL,BUF,BAL,-4.5,31.0,,46.0,3.0,86.0,20.0,6.0,False,False,26.0,-5.0,5.0,9.5,2004-10-24,10/24/2004,6,33.0,29.0,-150,100,0,0,-50
1308,1308,10/24/2004,2004,7,CAR,,CAR,-3.0,42.0,,57.0,5.0,89.0,6.0,17.0,False,False,23.0,-19.0,19.0,8.0,2004-10-24,10/24/2004,6,44.0,40.0,-150,100,0,0,-50
1309,1309,10/24/2004,2004,7,CLE,PHI,PHI,-7.0,41.5,,58.0,12.0,82.0,31.0,34.0,False,False,65.0,23.5,23.5,4.0,2004-10-24,10/24/2004,6,43.5,39.5,100,-150,0,0,-50
1310,1310,10/24/2004,2004,7,GB,DAL,GB,-4.0,44.0,,53.0,12.0,76.0,41.0,20.0,False,False,61.0,17.0,17.0,17.0,2004-10-24,10/24/2004,6,46.0,42.0,100,-150,0,0,-50
1311,1311,10/24/2004,2004,7,IND,JAX,IND,-9.0,47.0,DOME,72.0,0.0,,24.0,27.0,False,False,51.0,4.0,4.0,-6.0,2004-10-24,10/24/2004,6,49.0,45.0,100,-150,0,0,-50
1312,1312,10/24/2004,2004,7,KC,ATL,KC,-3.5,44.5,,59.0,11.0,51.0,56.0,10.0,False,False,66.0,21.5,21.5,42.5,2004-10-24,10/24/2004,6,46.5,42.5,100,-150,0,0,-50
